t_sec,x_paper,y_paper
246.000,1.8753,0.9840
246.333,1.8804,0.9844
246.500,1.8836,0.9864
246.833,1.8885,0.9884
247.500,1.8965,0.9941
247.667,1.8978,0.9993
248.500,1.8776,1.0197
249.167,1.7492,1.0364
249.333,1.7083,1.0399
249.667,1.6637,1.0482
250.167,1.6382,1.0495
250.333,1.6193,1.0531
250.667,1.5852,1.0571
250.833,1.5734,1.0562
251.167,1.5510,1.0611
251.333,1.5425,1.0621
251.667,1.5236,1.0657
251.833,1.5169,1.0652
252.000,1.5099,1.0680
252.167,1.4962,1.0703
252.333,1.4931,1.0666
252.500,1.4828,1.0692
252.667,1.4758,1.0720
252.833,1.4689,1.0731
253.000,1.4621,1.0743
253.167,1.4536,1.0753
253.333,1.4485,1.0749
253.500,1.4485,1.0749
253.667,1.4487,1.0732
253.833,1.4487,1.0732
254.000,1.4487,1.0732
254.167,1.4487,1.0732
254.333,1.4470,1.0731
254.500,1.4435,1.0745
254.667,1.4420,1.0727
254.833,1.4387,1.0707
255.167,1.4390,1.0674
255.333,1.4376,1.0639
255.500,1.4327,1.0618
255.667,1.4314,1.0567
256.000,1.4299,1.0548
256.333,1.4236,1.0493
256.500,1.4220,1.0475
256.667,1.4204,1.0473
256.833,1.4171,1.0454
257.000,1.4138,1.0451
257.167,1.4122,1.0433
257.333,1.4087,1.0447
257.500,1.4055,1.0428
257.667,1.4004,1.0440
258.000,1.3991,1.0591
258.167,1.4000,1.0693
258.500,1.4051,1.0900
258.667,1.4047,1.0950
259.333,1.4086,1.1088
259.500,1.4081,1.1155
259.667,1.4123,1.1260
259.833,1.4116,1.1344
260.000,1.4132,1.1362
260.167,1.4155,1.1499
260.333,1.4149,1.1566
260.500,1.4159,1.1651
260.667,1.4152,1.1735
260.833,1.4152,1.1735
261.000,1.4152,1.1735
261.167,1.4152,1.1735
261.333,1.4152,1.1735
261.500,1.4152,1.1735
261.667,1.4168,1.1753
261.833,1.4165,1.1786
262.333,1.4094,1.1831
262.500,1.4024,1.1859
262.667,1.4024,1.1859
262.833,1.3989,1.1873
263.000,1.3951,1.1921
263.167,1.3968,1.1922
263.333,1.3950,1.1938
263.500,1.3917,1.1935
263.667,1.3878,1.2000
263.833,1.3876,1.2016
264.000,1.3890,1.2051
264.167,1.3855,1.2065
264.333,1.3853,1.2099
264.500,1.3832,1.2148
264.667,1.3863,1.2184
264.833,1.3947,1.2191
265.000,1.4281,1.2235
265.167,1.4656,1.2197
265.333,1.4980,1.2156
265.500,1.5270,1.2128
265.667,1.5611,1.2088
265.833,1.5866,1.2075
266.000,1.6176,1.2015
266.167,1.6429,1.2019
266.333,1.6534,1.1977
266.500,1.6601,1.1982
266.667,1.6601,1.1982
266.833,1.6755,1.1961
267.000,1.6943,1.1942
267.333,1.7219,1.1880
267.500,1.7324,1.1837
267.667,1.7426,1.1829
267.833,1.7545,1.1821
268.000,1.7631,1.1811
268.167,1.7701,1.1783
268.333,1.7769,1.1772
268.667,1.7908,1.1732
268.833,1.8012,1.1707
269.000,1.8061,1.1727
269.167,1.8148,1.1701
269.333,1.8216,1.1689
269.500,1.8303,1.1662
269.667,1.8355,1.1650
269.833,1.8390,1.1636
270.000,1.8407,1.1637
270.167,1.8446,1.1572
270.333,1.8463,1.1574
270.500,1.8463,1.1574
270.667,1.8463,1.1574
270.833,1.8478,1.1592
271.000,1.8480,1.1575
271.167,1.8478,1.1592
271.500,1.8485,1.1508
271.667,1.8488,1.1474
271.833,1.8473,1.1439
272.000,1.8490,1.1441
272.167,1.8477,1.1389
272.333,1.8511,1.1392
272.500,1.8516,1.1325
272.667,1.8516,1.1325
272.833,1.8536,1.1292
273.000,1.8555,1.1260
273.167,1.8589,1.1263
273.333,1.8605,1.1281
273.500,1.8610,1.1214
273.667,1.8610,1.1214
273.833,1.8677,1.1219
274.000,1.8697,1.1187
274.167,1.8715,1.1172
274.333,1.8797,1.1212
274.667,1.8842,1.1283
274.833,1.8871,1.1336
275.167,1.8892,1.1507
275.333,1.8886,1.1574
275.500,1.8929,1.1679
275.667,1.8955,1.1782
275.833,1.8948,1.1866
276.000,1.8961,1.1918
276.167,1.8961,1.1918
276.333,1.8961,1.1918
276.500,1.8972,1.1987
281.833,1.8821,1.2820
282.500,1.7455,1.2947
282.667,1.7148,1.2972
282.833,1.6860,1.2983
283.500,1.6605,1.2996
283.667,1.6364,1.3044
283.833,1.6108,1.3074
284.000,1.5935,1.3111
284.167,1.5763,1.3148
284.333,1.5661,1.3157
284.500,1.5539,1.3198
284.667,1.5387,1.3202
284.833,1.5300,1.3229
285.000,1.5198,1.3238
285.167,1.5128,1.3266
285.333,1.5058,1.3294
285.500,1.4956,1.3302
285.667,1.4870,1.3312
285.833,1.4799,1.3357
286.000,1.4747,1.3370
286.167,1.4662,1.3380
286.333,1.4575,1.3407
286.500,1.4490,1.3417
286.667,1.4402,1.3460
286.833,1.4332,1.3489
287.000,1.4316,1.3470
287.167,1.4297,1.3503
287.333,1.4262,1.3517
287.667,1.4223,1.3581
288.000,1.4238,1.3599
288.167,1.4238,1.3599
288.333,1.4255,1.3601
288.500,1.4255,1.3601
288.667,1.4238,1.3599
288.833,1.4255,1.3601
289.000,1.4238,1.3599
289.167,1.4255,1.3601
289.333,1.4255,1.3601
289.500,1.4255,1.3601
289.667,1.4255,1.3601
289.833,1.4255,1.3601
290.000,1.4255,1.3601
290.167,1.4255,1.3601
290.333,1.4255,1.3601
290.500,1.4238,1.3599
290.667,1.4238,1.3599
290.833,1.4238,1.3599
291.000,1.4238,1.3599
291.167,1.4238,1.3599
291.333,1.4238,1.3599
291.500,1.4238,1.3599
291.667,1.4238,1.3599
291.833,1.4238,1.3599
292.000,1.4238,1.3599
292.167,1.4238,1.3599
292.333,1.4238,1.3599
292.500,1.4238,1.3599
292.667,1.4238,1.3599
292.833,1.4238,1.3599
293.000,1.4238,1.3599
293.167,1.4238,1.3599
293.333,1.4237,1.3616
293.500,1.4237,1.3616
293.667,1.4238,1.3599
293.833,1.4238,1.3599
294.000,1.4255,1.3601
294.167,1.4255,1.3601
294.333,1.4255,1.3601
294.500,1.4238,1.3599
294.667,1.4222,1.3598
294.833,1.4238,1.3599
295.000,1.4255,1.3601
295.167,1.4255,1.3601
295.333,1.4238,1.3599
295.500,1.4222,1.3598
295.667,1.4238,1.3599
295.833,1.4238,1.3599
296.000,1.4238,1.3599
296.167,1.4238,1.3599
296.333,1.4222,1.3598
296.500,1.4238,1.3599
296.667,1.4255,1.3601
296.833,1.4237,1.3616
297.000,1.4237,1.3616
297.167,1.4237,1.3616
297.333,1.4255,1.3601
297.500,1.4255,1.3601
297.667,1.4238,1.3599
297.833,1.4238,1.3599
298.000,1.4254,1.3617
298.167,1.4238,1.3599
298.333,1.4255,1.3601
298.500,1.4257,1.3584
298.833,1.4228,1.3514
299.000,1.4198,1.3478
299.167,1.4199,1.3461
299.333,1.4168,1.3425
299.500,1.4168,1.3425
299.667,1.4169,1.3408
299.833,1.4154,1.3390
300.000,1.4140,1.3355
300.167,1.4108,1.3335
300.333,1.4075,1.3316
300.500,1.4044,1.3280
300.667,1.4028,1.3278
300.833,1.3994,1.3275
301.000,1.3979,1.3257
301.167,1.3962,1.3256
301.333,1.3912,1.3252
301.500,1.3861,1.3248
301.667,1.3844,1.3246
302.000,1.3794,1.3242
302.167,1.3742,1.3255
302.333,1.3706,1.3286
302.500,1.3709,1.3252
302.667,1.3707,1.3269
303.000,1.3671,1.3300
303.167,1.3672,1.3283
303.333,1.3636,1.3314
303.500,1.3636,1.3314
303.667,1.3582,1.3360
304.000,1.3561,1.3409
304.167,1.3541,1.3442
304.333,1.3522,1.3474
304.833,1.3500,1.3539
305.000,1.3515,1.3558
305.333,1.3932,1.3625
305.500,1.4136,1.3608
305.667,1.4510,1.3587
305.833,1.4902,1.3552
306.000,1.5260,1.3513
306.167,1.5582,1.3505
306.333,1.5750,1.3519
306.500,1.5938,1.3500
306.667,1.6257,1.3526
307.000,1.6728,1.3564
307.167,1.6930,1.3581
307.333,1.7200,1.3602
307.500,1.7333,1.3630
307.667,1.7484,1.3642
307.833,1.7619,1.3653
308.000,1.7652,1.3673
308.167,1.7653,1.3656
308.333,1.7652,1.3673
308.500,1.7754,1.3664
308.667,1.7821,1.3669
309.167,1.8068,1.3757
309.333,1.8170,1.3765
309.500,1.8252,1.3789
309.667,1.8321,1.3778
309.833,1.8403,1.3818
310.000,1.8453,1.3822
310.167,1.8554,1.3830
310.333,1.8620,1.3853
310.500,1.8702,1.3893
310.667,1.8802,1.3918
310.833,1.8819,1.3919
311.000,1.8819,1.3919
311.333,1.8866,1.3957
311.500,1.8848,1.3973
311.667,1.8862,1.4008
311.833,1.8892,1.4061
312.000,1.8892,1.4061
312.167,1.8892,1.4061
312.333,1.8892,1.4061
312.500,1.8892,1.4061
312.667,1.8892,1.4061
312.833,1.8892,1.4061
313.000,1.8892,1.4061
313.167,1.8875,1.4059
313.333,1.8892,1.4061
313.500,1.8892,1.4061
313.667,1.8892,1.4061
313.833,1.8893,1.4044
314.000,1.8881,1.3992
314.167,1.8865,1.3974
314.333,1.8869,1.3923
314.500,1.8819,1.3919
314.667,1.8839,1.3870
314.833,1.8841,1.3853
315.000,1.8842,1.3837
315.167,1.8860,1.3821
315.333,1.8928,1.3827
315.500,1.8946,1.3811
315.667,1.8947,1.3794
320.667,1.8633,1.3904
320.833,1.8360,1.3933
321.000,1.7949,1.3984
321.167,1.7521,1.4034
321.333,1.7193,1.4109
321.500,1.6834,1.4148
321.667,1.6526,1.4190
321.833,1.6184,1.4230
322.000,1.5841,1.4287
322.167,1.5719,1.4328
322.333,1.5309,1.4379
322.500,1.4829,1.4459
322.667,1.4554,1.4504
322.833,1.4144,1.4555
323.000,1.3818,1.4613
323.167,1.3476,1.4670
323.333,1.3151,1.4711
323.500,1.2793,1.4749
323.667,1.2434,1.4805
323.833,1.2093,1.4844
324.000,1.1717,1.4898
324.167,1.1478,1.4930
324.333,1.1172,1.4955
324.500,1.0832,1.4995
324.667,1.0422,1.5046
324.833,1.0150,1.5075
325.000,0.9810,1.5114
325.167,0.9402,1.5149
325.333,0.9129,1.5194
325.500,0.8788,1.5234
325.667,0.8381,1.5268
325.833,0.8026,1.5289
326.000,0.7671,1.5294
326.167,0.7365,1.5337
326.333,0.7025,1.5376
326.500,0.6752,1.5421
326.667,0.6345,1.5456
326.833,0.5973,1.5476
327.000,0.5667,1.5518
327.167,0.5379,1.5545
327.333,0.5142,1.5560
327.500,0.4904,1.5591
327.667,0.4920,1.5609
327.833,0.4920,1.5609
328.000,0.4920,1.5609
328.167,0.4920,1.5609
328.333,0.4920,1.5609
328.500,0.4920,1.5609
328.667,0.4920,1.5609
328.833,0.4920,1.5609
329.000,0.4920,1.5609
329.167,0.4920,1.5609
329.333,0.4904,1.5591
329.500,0.4883,1.5640
329.667,0.4897,1.5674
329.833,0.4896,1.5691
330.000,0.4895,1.5708
330.167,0.4893,1.5725
330.500,0.4856,1.5772
330.667,0.4818,1.5820
330.833,0.4817,1.5837
331.000,0.4817,1.5837
331.167,0.4796,1.5885
331.333,0.4761,1.5899
331.500,0.4743,1.5915
331.667,0.4711,1.5895
331.833,0.4690,1.5944
332.000,0.4658,1.5925
332.167,0.4640,1.5940
332.333,0.4639,1.5957
332.500,0.4570,1.5968
332.667,0.4551,1.6000
332.833,0.4501,1.5996
333.000,0.4485,1.5978
333.167,0.4502,1.5979
333.333,0.4501,1.5996
333.500,0.4501,1.5996
333.667,0.4502,1.5979
333.833,0.4502,1.5979
334.000,0.4502,1.5979
334.167,0.4502,1.5979
334.333,0.4519,1.5981
334.500,0.4554,1.5967
334.667,0.4570,1.5968
334.833,0.4587,1.5970
335.000,0.4620,1.5972
335.167,0.4657,1.5941
335.333,0.4705,1.5962
335.500,0.4710,1.5912
335.667,0.4744,1.5898
335.833,0.4762,1.5883
336.000,0.4800,1.5835
336.167,0.4818,1.5820
336.333,0.4836,1.5804
336.500,0.4854,1.5789
336.667,0.4858,1.5739
336.833,0.4858,1.5739
337.000,0.4861,1.5705
337.167,0.4896,1.5691
337.500,0.4886,1.5606
337.667,0.4872,1.5571
337.833,0.4892,1.5539
338.000,0.4878,1.5504
338.167,0.4881,1.5471
338.333,0.4864,1.5469
338.500,0.4881,1.5471
338.667,0.4864,1.5469
338.833,0.4853,1.5401
339.000,0.4835,1.5416
339.167,0.4754,1.5376
339.333,0.4472,1.5538
339.500,0.4294,1.5659
339.667,0.4278,1.5641
339.833,0.4294,1.5659
340.000,0.4310,1.5660
340.167,0.4327,1.5661
340.333,0.4327,1.5661
340.500,0.4327,1.5661
340.667,0.4344,1.5663
340.833,0.4374,1.5699
341.000,0.4390,1.5717
341.167,0.4420,1.5753
341.333,0.4417,1.5787
341.500,0.4398,1.5819
341.667,0.4415,1.5820
341.833,0.4394,1.5869
342.000,0.4408,1.5904
342.167,0.4305,1.5929
342.333,0.4238,1.5924
342.500,0.4186,1.5937
342.667,0.4038,1.5908
342.833,0.3905,1.5880
343.000,0.3790,1.5853
343.167,0.3709,1.5813
343.333,0.3609,1.5805
343.500,0.3529,1.5765
343.667,0.3480,1.5744
343.833,0.3480,1.5744
344.000,0.3479,1.5760
344.167,0.3479,1.5760
344.333,0.3479,1.5760
344.500,0.3479,1.5760
344.667,0.3479,1.5760
344.833,0.3497,1.5745
345.000,0.3497,1.5745
345.167,0.3479,1.5760
345.333,0.3479,1.5760
345.500,0.3479,1.5760
345.667,0.3479,1.5760
345.833,0.3479,1.5760
346.000,0.3479,1.5760
346.167,0.3479,1.5760
346.333,0.3479,1.5760
346.500,0.3479,1.5760
346.667,0.3479,1.5760
346.833,0.3479,1.5760
347.000,0.3479,1.5760
347.167,0.3479,1.5760
347.333,0.3479,1.5760
347.500,0.3479,1.5760
347.667,0.3479,1.5760
347.833,0.3479,1.5760
348.000,0.3479,1.5760
348.167,0.3479,1.5760
348.333,0.3479,1.5760
348.500,0.3479,1.5760
348.667,0.3479,1.5760
348.833,0.3479,1.5760
349.000,0.3479,1.5760
349.167,0.3479,1.5760
349.333,0.3479,1.5760
349.500,0.3431,1.5723
349.667,0.3365,1.5717
349.833,0.3265,1.5709
350.000,0.3216,1.5688
350.167,0.3151,1.5666
350.333,0.3037,1.5623
350.500,0.2970,1.5618
350.667,0.2888,1.5594
350.833,0.2821,1.5589
351.000,0.2823,1.5572
351.167,0.2821,1.5589
351.333,0.2756,1.5566
351.500,0.2724,1.5547
351.667,0.2724,1.5547
351.833,0.2744,1.5515
352.000,0.2713,1.5479
352.167,0.2717,1.5428
352.333,0.2734,1.5430
352.500,0.2719,1.5412
352.667,0.2719,1.5412
352.833,0.2735,1.5413
353.000,0.2735,1.5413
353.167,0.2703,1.5393
353.333,0.2706,1.5360
353.500,0.2709,1.5327
353.667,0.2694,1.5308
354.000,0.2617,1.5218
354.167,0.2619,1.5201
354.333,0.2585,1.5198
354.500,0.2587,1.5182
354.667,0.2540,1.5144
354.833,0.2509,1.5108
355.000,0.2474,1.5122
355.167,0.2440,1.5136
355.333,0.2426,1.5101
355.667,0.2392,1.5098
355.833,0.2359,1.5096
356.000,0.2320,1.5160
356.167,0.2319,1.5177
356.333,0.2309,1.5294
356.500,0.2321,1.5345
356.667,0.2338,1.5549
356.833,0.2349,1.5617
357.000,0.2377,1.5687
357.167,0.2388,1.5755
357.500,0.2408,1.5909
357.667,0.2417,1.6010
357.833,0.2432,1.6029
358.000,0.2431,1.6045
358.167,0.2446,1.6063
358.333,0.2474,1.6133
358.500,0.2482,1.6235
358.667,0.2492,1.6320
358.833,0.2519,1.6390
359.000,0.2514,1.6457
359.167,0.2511,1.6490
359.333,0.2526,1.6508
359.500,0.2526,1.6508
359.667,0.2511,1.6490
359.833,0.2526,1.6508
360.000,0.2526,1.6508
360.167,0.2521,1.6575
360.333,0.2503,1.6591
360.500,0.2518,1.6609
360.667,0.2483,1.6623
360.833,0.2466,1.6622
361.000,0.2432,1.6636
361.167,0.2379,1.6665
361.333,0.2359,1.6697
361.500,0.2343,1.6696
361.667,0.2325,1.6711
361.833,0.2322,1.6745
362.000,0.2319,1.6778
362.167,0.2286,1.6775
362.333,0.2283,1.6809
362.500,0.2263,1.6841
362.667,0.2262,1.6858
362.833,0.2258,1.6908
363.000,0.2238,1.6940
363.167,0.2469,1.6993
363.333,0.2855,1.6991
363.500,0.3175,1.6984
363.667,0.3512,1.6978
363.833,0.3851,1.6938
364.000,0.4224,1.6901
364.167,0.4562,1.6879
364.333,0.4967,1.6861
364.500,0.5254,1.6851
364.667,0.5593,1.6812
364.833,0.5812,1.6813
365.000,0.5862,1.6817
365.167,0.5862,1.6817
365.333,0.6201,1.6794
365.500,0.6421,1.6779
365.667,0.6896,1.6733
365.833,0.7166,1.6722
366.000,0.7575,1.6671
366.167,0.7931,1.6649
366.333,0.8203,1.6621
366.500,0.8525,1.6597
366.667,0.8865,1.6557
366.833,0.9222,1.6519
367.000,0.9496,1.6474
367.167,0.9820,1.6433
367.333,1.0244,1.6400
367.500,1.0553,1.6341
367.667,1.0926,1.6321
367.833,1.1250,1.6280
368.000,1.1660,1.6229
368.167,1.2016,1.6207
368.333,1.2153,1.6185
368.500,1.2615,1.6121
368.667,1.2872,1.6075
368.833,1.3297,1.6042
369.000,1.3723,1.6009
369.167,1.3980,1.5962
369.333,1.4337,1.5941
369.667,1.5089,1.5850
369.833,1.5380,1.5806
370.000,1.5705,1.5765
370.167,1.6098,1.5729
370.333,1.6370,1.5718
370.500,1.6642,1.5706
370.667,1.6849,1.5655
370.833,1.7071,1.5639
371.000,1.7260,1.5604
371.167,1.7467,1.5553
371.333,1.7587,1.5546
371.667,1.7879,1.5502
371.833,1.7967,1.5458
372.000,1.8054,1.5432
372.167,1.8155,1.5440
372.333,1.8240,1.5430
372.500,1.8312,1.5385
372.667,1.8413,1.5393
372.833,1.8484,1.5348
373.000,1.8570,1.5338
373.167,1.8619,1.5359
373.333,1.8741,1.5318
373.667,1.8881,1.5262
373.833,1.8985,1.5237
377.167,1.8965,1.5066
377.333,1.8897,1.5060
377.500,1.8813,1.5053
377.667,1.8729,1.5046
377.833,1.8628,1.5038
378.000,1.8544,1.5031
378.167,1.8461,1.5008
378.333,1.8426,1.5022
378.500,1.8291,1.5011
378.667,1.8225,1.4988
378.833,1.8139,1.4998
379.167,1.7989,1.4969
379.500,1.7787,1.4953
379.667,1.7753,1.4950
379.833,1.7653,1.4925
380.000,1.7568,1.4935
380.167,1.7450,1.4925
380.500,1.7248,1.4909
380.833,1.7113,1.4898
381.000,1.7061,1.4911
381.167,1.6994,1.4905
381.500,1.6793,1.4872
381.833,1.6642,1.4860
382.500,1.6337,1.4852
382.667,1.6270,1.4846
383.000,1.6119,1.4834
383.667,1.6171,1.4821
383.833,1.6692,1.4864
384.167,1.7196,1.4922
384.333,1.7381,1.4937
384.667,1.7433,1.4924
384.833,1.7433,1.4924
385.000,1.7433,1.4924
385.167,1.7433,1.4924
385.833,1.7465,1.4944
386.500,1.8004,1.4987
386.833,1.8191,1.4986
387.000,1.8275,1.4993
387.167,1.8341,1.5015
387.333,1.8446,1.4973
387.833,1.8732,1.5013
388.000,1.8799,1.5018
388.167,1.8883,1.5025
388.333,1.8969,1.5015
403.833,1.8184,1.6560
404.167,1.7483,1.6639
404.333,1.7084,1.6741
404.500,1.6742,1.6781
404.667,1.6418,1.6805
404.833,1.6160,1.6852
405.000,1.5751,1.6886
405.333,1.5476,1.6931
405.500,1.5476,1.6931
405.667,1.5476,1.6931
405.833,1.5136,1.6954
406.000,1.4777,1.6992
406.167,1.4421,1.6997
406.500,1.3671,1.7071
406.667,1.3329,1.7110
406.833,1.3090,1.7141
407.000,1.2664,1.7174
407.167,1.2339,1.7232
407.500,1.1658,1.7294
407.667,1.1301,1.7316
407.833,1.0960,1.7355
408.000,1.0604,1.7377
408.167,1.0279,1.7418
408.333,0.9923,1.7439
408.500,0.9651,1.7467
408.667,0.9243,1.7501
408.833,0.9003,1.7549
409.000,0.8663,1.7589
409.167,0.8322,1.7628
409.333,0.7915,1.7662
409.500,0.7626,1.7689
409.667,0.7234,1.7741
409.833,0.6879,1.7762
410.000,0.6591,1.7772
410.167,0.6251,1.7812
410.333,0.5978,1.7857
410.500,0.5656,1.7881
410.667,0.5436,1.7896
410.833,0.5201,1.7894
411.000,0.5028,1.7947
411.167,0.4828,1.7930
411.333,0.4694,1.7919
411.500,0.4611,1.7912
411.667,0.4456,1.7950
411.833,0.4338,1.7957
412.167,0.4136,1.7958
412.333,0.4101,1.7972
412.500,0.4002,1.7947
412.667,0.3936,1.7941
412.833,0.3802,1.7930
413.000,0.3734,1.7941
413.167,0.3667,1.7936
413.333,0.3582,1.7946
413.500,0.3500,1.7922
413.667,0.3433,1.7916
413.833,0.3350,1.7909
414.000,0.3300,1.7905
414.167,0.3300,1.7905
414.333,0.3268,1.7886
414.500,0.3268,1.7886
414.667,0.3223,1.7814
414.833,0.3222,1.7831
415.000,0.3222,1.7831
415.167,0.3222,1.7831
415.333,0.3222,1.7831
415.500,0.3222,1.7831
415.667,0.3222,1.7831
415.833,0.3208,1.7796
416.000,0.3193,1.7778
416.167,0.3194,1.7761
416.333,0.3183,1.7693
416.500,0.3150,1.7690
416.667,0.3152,1.7657
416.833,0.3137,1.7639
417.000,0.3107,1.7602
417.167,0.3091,1.7584
417.333,0.3058,1.7581
417.500,0.3025,1.7579
417.667,0.2994,1.7542
417.833,0.2976,1.7558
418.000,0.2930,1.7503
418.333,0.2880,1.7499
418.500,0.2862,1.7515
418.667,0.2810,1.7527
418.833,0.2812,1.7510
419.000,0.2760,1.7523
419.167,0.2727,1.7520
419.333,0.2694,1.7518
419.500,0.2702,1.7619
419.667,0.2731,1.7672
419.833,0.2741,1.7758
420.000,0.2799,1.7864
420.167,0.2873,1.7988
420.333,0.2965,1.8097
420.500,0.2991,1.8183
420.667,0.2991,1.8183
420.833,0.2991,1.8183
421.000,0.2991,1.8183
421.167,0.3052,1.8256
421.333,0.3097,1.8327
421.500,0.3158,1.8400
421.667,0.3169,1.8468
421.833,0.3215,1.8523
422.000,0.3276,1.8595
422.167,0.3286,1.8681
422.333,0.3348,1.8737
422.500,0.3358,1.8822
422.667,0.3402,1.8893
422.833,0.3416,1.8928
423.000,0.3416,1.8928
423.167,0.3430,1.8963
423.333,0.3447,1.8964
423.500,0.3447,1.8964
423.667,0.3447,1.8964
423.833,0.3447,1.8964
424.000,0.3447,1.8964
424.333,0.3459,1.9016
424.500,0.3475,1.9034
424.667,0.3443,1.9015
424.833,0.3422,1.9064
425.000,0.3386,1.9094
425.167,0.3351,1.9108
425.333,0.3333,1.9124
425.500,0.3347,1.9159
425.667,0.3342,1.9209
425.833,0.3323,1.9241
426.000,0.3321,1.9258
426.333,0.3331,1.9343
426.500,0.3564,1.9380
426.667,0.4020,1.9350
426.833,0.4290,1.9339
427.167,0.4987,1.9262
427.333,0.5392,1.9245
427.667,0.6005,1.9160
427.833,0.6412,1.9127
428.000,0.6685,1.9082
428.167,0.7024,1.9059
428.333,0.7401,1.8989
428.500,0.7758,1.8951
428.667,0.8032,1.8906
428.833,0.8424,1.8854
429.000,0.8665,1.8789
429.167,0.8665,1.8789
429.333,0.8665,1.8789
429.500,0.8784,1.8782
429.667,0.9160,1.8729
429.833,0.9567,1.8695
430.000,0.9911,1.8622
430.167,1.0235,1.8581
430.333,1.0786,1.8458
430.500,1.1111,1.8400
430.667,1.1454,1.8344
430.833,1.1781,1.8269
431.000,1.2072,1.8226
431.167,1.2485,1.8141
431.333,1.2794,1.8082
431.500,1.3137,1.8026
431.667,1.3515,1.7955
431.833,1.3827,1.7862
432.000,1.4083,1.7833
432.333,1.4857,1.7676
432.500,1.5168,1.7600
432.667,1.5513,1.7527
432.833,1.5858,1.7454
433.000,1.6203,1.7381
433.500,1.7027,1.7245
433.667,1.7235,1.7194
433.833,1.7302,1.7200
434.000,1.7510,1.7149
434.167,1.7684,1.7096
434.333,1.7841,1.7041
434.667,1.8047,1.7007
434.833,1.8201,1.6986
435.000,1.8288,1.6959
435.167,1.8392,1.6933
435.333,1.8462,1.6905
435.500,1.8532,1.6877
435.667,1.8618,1.6867
436.000,1.8705,1.6840
436.167,1.8705,1.6840
436.333,1.8705,1.6840
436.500,1.8704,1.6857
436.667,1.8704,1.6857
436.833,1.8705,1.6840
437.000,1.8704,1.6857
437.167,1.8704,1.6857
437.333,1.8705,1.6840
437.500,1.8705,1.6840
437.667,1.8705,1.6840
437.833,1.8705,1.6840
438.000,1.8722,1.6842
438.167,1.8809,1.6815
438.333,1.8896,1.6788
438.500,1.8966,1.6760
442.167,1.8994,1.5983
442.333,1.8986,1.5864
452.333,1.8904,1.7331
452.500,1.8870,1.7329
453.167,1.7919,1.7335
453.500,1.7134,1.7389
453.667,1.6793,1.7412
453.833,1.6521,1.7424
454.500,1.5187,1.7585
454.667,1.4759,1.7634
454.833,1.4434,1.7675
455.000,1.4092,1.7715
455.167,1.3734,1.7753
455.333,1.3476,1.7800
455.500,1.3135,1.7839
455.667,1.2777,1.7877
455.833,1.2435,1.7917
456.000,1.2109,1.7975
456.167,1.1767,1.8031
456.333,1.1493,1.8076
456.500,1.1014,1.8138
456.667,1.0759,1.8168
456.833,1.0332,1.8217
457.000,1.0059,1.8262
457.167,0.9634,1.8295
457.333,0.9311,1.8319
457.500,0.8971,1.8358
457.667,0.8797,1.8411
457.833,0.8390,1.8445
458.000,0.8048,1.8501
458.167,0.7641,1.8535
458.333,0.7285,1.8557
458.500,0.6961,1.8597
458.667,0.6793,1.8600
458.833,0.6793,1.8600
459.000,0.6793,1.8600
459.167,0.6793,1.8600
459.333,0.6793,1.8600
459.500,0.6793,1.8600
459.667,0.6793,1.8600
459.833,0.6793,1.8600
460.000,0.6793,1.8600
460.167,0.6808,1.8618
460.333,0.6808,1.8618
460.500,0.6858,1.8623
460.667,0.6857,1.8639
460.833,0.6872,1.8658
461.000,0.6886,1.8693
461.167,0.6868,1.8708
461.333,0.6883,1.8726
461.500,0.6881,1.8760
461.667,0.6861,1.8792
461.833,0.6843,1.8807
462.000,0.6805,1.8855
462.167,0.6787,1.8870
462.333,0.6783,1.8921
462.500,0.6766,1.8919
462.667,0.6730,1.8950
462.833,0.6712,1.8966
463.000,0.6712,1.8966
463.167,0.6677,1.8980
463.333,0.6642,1.8994
463.500,0.6607,1.9008
463.667,0.6606,1.9024
463.833,0.6572,1.9022
464.000,0.6524,1.9001
464.167,0.6539,1.9019
464.333,0.6539,1.9019
464.500,0.6539,1.9019
464.667,0.6539,1.9019
464.833,0.6539,1.9019
465.000,0.6539,1.9019
465.167,0.6539,1.9019
465.333,0.6539,1.9019
465.500,0.6539,1.9019
465.667,0.6540,1.9002
465.833,0.6589,1.9023
466.000,0.6606,1.9024
466.167,0.6658,1.9012
466.333,0.6659,1.8995
466.500,0.6711,1.8982
466.667,0.6747,1.8952
466.833,0.6745,1.8968
467.000,0.6782,1.8937
467.167,0.6800,1.8922
467.333,0.6803,1.8889
467.500,0.6836,1.8891
467.667,0.6823,1.8840
467.833,0.6860,1.8809
468.000,0.6862,1.8775
468.167,0.6897,1.8761
468.333,0.6865,1.8742
468.500,0.6903,1.8694
468.833,0.6907,1.8644
469.000,0.6894,1.8592
469.167,0.6912,1.8576
469.333,0.6882,1.8540
469.500,0.6871,1.8471
469.667,0.6855,1.8453
469.833,0.6854,1.8470
470.000,0.6854,1.8470
470.167,0.6854,1.8470
470.333,0.6857,1.8437
470.500,0.6734,1.8494
470.667,0.6434,1.8655
470.833,0.6179,1.8887
471.000,0.6090,1.8948
471.167,0.6090,1.8948
471.333,0.6140,1.8952
471.500,0.6143,1.8918
471.667,0.6142,1.8935
471.833,0.6209,1.8941
