t_sec,x_paper,y_paper
65.167,0.9074,0.0711
65.333,0.9395,0.0685
65.500,0.9731,0.0677
65.667,1.0084,0.0671
65.833,1.0337,0.0657
66.000,1.0690,0.0650
66.333,1.1499,0.0628
66.667,1.2090,0.0590
67.000,1.2848,0.0580
67.167,1.3185,0.0573
67.333,1.3555,0.0567
67.500,1.3843,0.0556
67.667,1.4128,0.0561
68.000,1.4586,0.0529
68.167,1.4788,0.0527
68.333,1.4958,0.0507
68.500,1.5110,0.0502
68.667,1.5279,0.0498
68.833,1.5397,0.0490
69.000,1.5501,0.0464
69.167,1.5619,0.0456
69.333,1.5704,0.0446
69.833,1.5945,0.0381
70.167,1.6116,0.0360
70.333,1.6183,0.0365
70.500,1.6286,0.0340
70.667,1.6336,0.0343
70.833,1.6423,0.0316
71.000,1.6526,0.0291
71.167,1.6526,0.0291
71.500,1.6596,0.0262
71.667,1.6596,0.0262
71.833,1.6596,0.0262
72.000,1.6596,0.0262
72.167,1.6596,0.0262
72.333,1.6596,0.0262
72.500,1.6596,0.0262
72.667,1.6596,0.0262
72.833,1.6596,0.0262
73.000,1.6596,0.0262
73.167,1.6596,0.0262
73.333,1.6596,0.0262
73.500,1.6596,0.0262
73.667,1.6596,0.0262
73.833,1.6596,0.0262
74.000,1.6596,0.0262
74.167,1.6596,0.0262
74.333,1.6596,0.0262
74.500,1.6596,0.0262
74.667,1.6596,0.0262
74.833,1.6596,0.0262
75.000,1.6596,0.0262
75.167,1.6596,0.0262
75.333,1.6596,0.0262
75.500,1.6596,0.0262
75.667,1.6596,0.0262
75.833,1.6596,0.0262
76.000,1.6596,0.0262
76.167,1.6596,0.0262
76.333,1.6596,0.0262
76.500,1.6596,0.0262
76.667,1.6596,0.0262
76.833,1.6596,0.0262
77.000,1.6596,0.0262
77.167,1.6596,0.0262
77.333,1.6596,0.0262
77.667,1.6650,0.0216
78.333,1.6635,0.0198
78.500,1.6618,0.0197
78.667,1.6620,0.0164
79.167,1.6643,0.0098
79.333,1.6679,0.0067
79.500,1.6665,0.0033
79.667,1.6716,0.0020
79.833,1.6701,0.0002
80.167,1.6738,-0.0046
81.000,1.6896,-0.0117
81.167,1.6897,-0.0134
82.167,1.7013,0.0110
82.667,1.7004,0.0428
82.833,1.6999,0.0495
84.833,1.6922,0.1244
85.167,1.6916,0.1311
85.333,1.6916,0.1311
85.500,1.6916,0.1311
85.667,1.6916,0.1311
85.833,1.6916,0.1311
86.000,1.6946,0.1364
86.500,1.6992,0.1418
87.500,1.7158,0.1447
87.833,1.7206,0.1484
88.333,1.7266,0.1573
88.500,1.7285,0.1557
88.667,1.7296,0.1626
88.833,1.7313,0.1627
89.000,1.7326,0.1678
89.333,1.6738,0.1852
89.500,1.6397,0.1893
89.667,1.6056,0.1934
90.000,1.5363,0.1964
90.167,1.5040,0.1990
90.500,1.4411,0.2059
90.833,1.3667,0.2103
91.000,1.3465,0.2104
91.167,1.3430,0.2118
91.333,1.3412,0.2133
91.500,1.3126,0.2128
91.667,1.2752,0.2167
91.833,1.2482,0.2179
92.000,1.2061,0.2181
92.167,1.1857,0.2215
92.500,1.1031,0.2235
92.667,1.0758,0.2281
92.833,1.0135,0.2301
93.000,0.9781,0.2324
93.167,0.9411,0.2329
93.333,0.9071,0.2369
93.500,0.8753,0.2362
93.667,0.8399,0.2385
93.833,0.8061,0.2409
94.000,0.7726,0.2400
94.167,0.7389,0.2424
94.500,0.6717,0.2439
94.667,0.6365,0.2445
94.833,0.6029,0.2453
95.000,0.5693,0.2461
95.167,0.5323,0.2482
95.333,0.5037,0.2494
95.667,0.4484,0.2501
95.833,0.4348,0.2524
96.000,0.4149,0.2509
96.167,0.3931,0.2509
96.333,0.3764,0.2512
96.500,0.3596,0.2516
96.667,0.3463,0.2506
97.000,0.3264,0.2490
97.167,0.3179,0.2501
97.333,0.3096,0.2494
98.000,0.2796,0.2488
98.333,0.2616,0.2440
98.500,0.2530,0.2467
98.833,0.2397,0.2457
99.167,0.2335,0.2402
99.500,0.2268,0.2397
99.667,0.2255,0.2362
99.833,0.2259,0.2312
100.167,0.2260,0.2296
100.333,0.2275,0.2314
100.500,0.2260,0.2296
100.667,0.2259,0.2312
101.000,0.2266,0.2229
101.167,0.2234,0.2210
101.333,0.2190,0.2140
101.500,0.2205,0.2158
101.667,0.2172,0.2155
102.000,0.2130,0.2052
102.167,0.2130,0.2052
102.500,0.2100,0.2016
102.667,0.2052,0.1995
102.833,0.2052,0.1995
103.000,0.1995,0.2075
103.167,0.1924,0.2119
103.333,0.1899,0.2218
103.500,0.1858,0.2315
103.667,0.1816,0.2412
104.000,0.1781,0.2627
104.167,0.1773,0.2726
104.333,0.1733,0.2807
104.500,0.1710,0.2872
104.667,0.1705,0.2939
104.833,0.1699,0.3005
105.000,0.1692,0.3088
105.167,0.1651,0.3185
105.500,0.1605,0.3332
105.667,0.1604,0.3349
105.833,0.1604,0.3349
106.000,0.1584,0.3381
106.167,0.1598,0.3416
106.333,0.1577,0.3464
106.500,0.1577,0.3464
106.667,0.1577,0.3464
106.833,0.1577,0.3464
107.000,0.1577,0.3464
107.167,0.1594,0.3465
107.333,0.1538,0.3528
107.500,0.1501,0.3575
107.667,0.1472,0.3523
107.833,0.1421,0.3536
108.167,0.1403,0.3551
108.500,0.1320,0.3545
108.667,0.1302,0.3560
109.000,0.1216,0.3587
109.167,0.1213,0.3620
109.333,0.1177,0.3651
109.500,0.1192,0.3669
109.667,0.1174,0.3684
109.833,0.1155,0.3716
110.000,0.1118,0.3763
110.167,0.1101,0.3762
110.333,0.1098,0.3795
110.667,0.1075,0.3877
110.833,0.1057,0.3892
111.167,0.1051,0.3959
111.333,0.1149,0.3983
111.667,0.1820,0.3952
111.833,0.2158,0.3911
112.000,0.2280,0.3854
112.167,0.2280,0.3854
112.500,0.2767,0.3825
113.167,0.4269,0.3673
113.333,0.4623,0.3651
113.667,0.5229,0.3614
113.833,0.5564,0.3606
114.167,0.6354,0.3584
114.500,0.6959,0.3564
114.667,0.7363,0.3545
114.833,0.7648,0.3550
115.000,0.8054,0.3515
115.167,0.8407,0.3508
115.333,0.8727,0.3500
115.667,0.9433,0.3487
116.000,1.0123,0.3474
116.167,1.0446,0.3432
116.500,1.1203,0.3423
116.833,1.1861,0.3407
117.167,1.2417,0.3400
117.500,1.3225,0.3395
117.833,1.3900,0.3380
118.000,1.4154,0.3366
118.167,1.4492,0.3358
118.333,1.4778,0.3364
118.500,1.5065,0.3352
118.667,1.5283,0.3369
119.167,1.5755,0.3372
119.333,1.5889,0.3382
119.500,1.6057,0.3395
119.667,1.6125,0.3384
119.833,1.6260,0.3394
120.000,1.6341,0.3434
120.333,1.6527,0.3432
120.500,1.6560,0.3434
120.667,1.6627,0.3440
120.833,1.6727,0.3464
121.000,1.6827,0.3472
121.167,1.6894,0.3477
121.333,1.6980,0.3467
122.333,1.7213,0.3502
122.500,1.7209,0.3552
122.667,1.7194,0.3534
122.833,1.7209,0.3552
123.000,1.7192,0.3550
123.167,1.7192,0.3550
123.333,1.7209,0.3552
123.500,1.7209,0.3552
123.667,1.7194,0.3534
123.833,1.7209,0.3552
124.000,1.7194,0.3534
124.167,1.7213,0.3502
124.333,1.7213,0.3502
124.667,1.7219,0.3435
124.833,1.7200,0.3450
125.000,1.7241,0.3369
125.167,1.7259,0.3354
125.667,1.7314,0.3291
126.667,1.7440,0.3200
127.167,1.7589,0.3447
127.500,1.7675,0.3638
128.167,1.7783,0.3983
128.833,1.7793,0.4068
129.500,1.7903,0.4379
129.667,1.7931,0.4449
130.167,1.8003,0.4606
131.500,1.8120,0.4632
131.667,1.8136,0.4633
131.833,1.8170,0.4636
132.000,1.8187,0.4637
132.500,1.8269,0.4660
132.667,1.8306,0.4629
133.000,1.8370,0.4668
133.167,1.8404,0.4671
133.500,1.8433,0.4723
134.000,1.8515,0.4763
134.333,1.8561,0.4818
134.500,1.8542,0.4850
134.833,1.8604,0.4922
135.000,1.8585,0.4937
135.167,1.8566,0.4969
135.333,1.8306,0.5050
135.500,1.7901,0.5036
135.833,1.7175,0.5030
136.000,1.6922,0.5027
136.167,1.6570,0.4999
136.333,1.6502,0.4994
136.500,1.6502,0.4994
136.667,1.6435,0.4989
136.833,1.5996,0.4988
137.167,1.5374,0.4957
137.333,1.4935,0.4973
137.667,1.4294,0.4973
137.833,1.4090,0.4991
138.000,1.3516,0.4997
138.167,1.3296,0.5013
138.500,1.2551,0.5056
138.667,1.2214,0.5064
138.833,1.1876,0.5071
139.000,1.1606,0.5083
139.167,1.1269,0.5091
139.333,1.1134,0.5097
139.500,1.0490,0.5147
139.667,1.0153,0.5155
139.833,0.9798,0.5177
140.000,0.9477,0.5203
140.167,0.9139,0.5227
140.333,0.8801,0.5251
140.500,0.8448,0.5257
140.667,0.8125,0.5299
140.833,0.7789,0.5306
141.000,0.7434,0.5328
141.167,0.7113,0.5354
141.333,0.6762,0.5343
141.500,0.6424,0.5367
141.667,0.6156,0.5363
141.833,0.5734,0.5397
142.000,0.5413,0.5422
142.167,0.5062,0.5411
142.333,0.4778,0.5406
142.500,0.4459,0.5414
142.667,0.4256,0.5432
142.833,0.3954,0.5442
143.167,0.3549,0.5477
143.333,0.3383,0.5464
143.500,0.3247,0.5487
143.667,0.3095,0.5509
143.833,0.3009,0.5535
144.000,0.2858,0.5540
144.167,0.2790,0.5552
144.333,0.2720,0.5580
144.500,0.2621,0.5572
144.667,0.2553,0.5583
145.000,0.2382,0.5620
145.167,0.2298,0.5630
145.500,0.2129,0.5651
146.333,0.1856,0.5713
146.500,0.1805,0.5726
146.667,0.1787,0.5741
146.833,0.1801,0.5776
147.000,0.1783,0.5791
147.167,0.1783,0.5791
147.333,0.1783,0.5791
147.500,0.1783,0.5791
147.667,0.1783,0.5791
147.833,0.1783,0.5791
149.500,0.2458,0.5911
150.167,0.2787,0.5987
150.333,0.2853,0.5992
150.667,0.3000,0.6038
150.833,0.3085,0.6027
151.000,0.3168,0.6034
151.667,0.3482,0.6075
151.833,0.3564,0.6099
152.000,0.3664,0.6106
152.500,0.3912,0.6143
152.667,0.3979,0.6148
153.167,0.4245,0.6169
153.333,0.4312,0.6174
153.500,0.4378,0.6179
154.000,0.4643,0.6217
155.000,0.4706,0.6272
155.333,0.4062,0.6155
155.500,0.3831,0.6120
155.667,0.3647,0.6105
155.833,0.3431,0.6088
156.000,0.3300,0.6061
156.167,0.3119,0.6013
156.333,0.2986,0.6003
156.500,0.2887,0.5995
156.667,0.2753,0.5985
157.000,0.2572,0.5954
157.167,0.2525,0.5916
158.167,0.2061,0.5863
158.333,0.1976,0.5873
158.667,0.1812,0.5844
158.833,0.1813,0.5827
159.000,0.1783,0.5791
159.167,0.1749,0.5788
159.333,0.1718,0.5769
159.500,0.1737,0.5737
160.333,0.1723,0.5703
160.500,0.1725,0.5686
160.667,0.1741,0.5687
161.000,0.1697,0.5617
161.333,0.1686,0.5549
161.500,0.1621,0.5527
161.667,0.1640,0.5495
161.833,0.1607,0.5492
162.000,0.1610,0.5459
162.167,0.1561,0.5439
162.333,0.1546,0.5421
162.500,0.1498,0.5400
162.833,0.1465,0.5397
163.167,0.1354,0.5523
163.333,0.1327,0.5638
163.500,0.1304,0.5720
163.667,0.1291,0.5870
163.833,0.1267,0.5952
164.167,0.1220,0.6115
164.333,0.1215,0.6182
164.500,0.1190,0.6281
164.667,0.1184,0.6347
164.833,0.1178,0.6414
165.167,0.1163,0.6597
165.333,0.1130,0.6594
165.500,0.1130,0.6594
165.667,0.1130,0.6594
165.833,0.1108,0.6660
166.000,0.1101,0.6743
166.167,0.1078,0.6808
166.333,0.1078,0.6808
166.500,0.1077,0.6825
166.667,0.1077,0.6825
166.833,0.1077,0.6825
167.000,0.1077,0.6825
167.167,0.1077,0.6825
167.333,0.1077,0.6825
167.500,0.1052,0.6923
167.833,0.1023,0.6871
168.000,0.0938,0.6881
168.167,0.0938,0.6881
168.333,0.0920,0.6896
168.500,0.0872,0.6876
168.667,0.0886,0.6910
168.833,0.0817,0.6938
169.167,0.0780,0.6969
169.333,0.0764,0.6968
169.500,0.0726,0.7015
169.667,0.0726,0.7015
169.833,0.0692,0.7029
170.000,0.0707,0.7047
170.167,0.0686,0.7096
170.333,0.0670,0.7094
170.500,0.0629,0.7175
170.667,0.0643,0.7210
170.833,0.0642,0.7226
171.000,0.0624,0.7242
171.167,0.0701,0.7315
171.500,0.1358,0.7266
172.167,0.2765,0.7042
172.333,0.2969,0.7008
172.500,0.2968,0.7024
172.667,0.3001,0.7027
172.833,0.3221,0.6994
173.000,0.3678,0.6946
173.333,0.4352,0.6899
173.500,0.4689,0.6875
173.667,0.4975,0.6864
174.000,0.5766,0.6826
174.167,0.6104,0.6802
174.333,0.6439,0.6811
174.500,0.6710,0.6782
174.667,0.7063,0.6777
174.833,0.7316,0.6763
175.000,0.7719,0.6761
175.167,0.8124,0.6743
175.500,0.8798,0.6712
175.667,0.9153,0.6689
175.833,0.9437,0.6711
176.000,0.9844,0.6676
176.167,1.0165,0.6651
176.333,1.0535,0.6663
176.500,1.0808,0.6617
176.667,1.1230,0.6600
176.833,1.1567,0.6593
177.000,1.1838,0.6581
177.167,1.2261,0.6547
177.333,1.2617,0.6524
177.500,1.2972,0.6518
177.667,1.3378,0.6500
177.833,1.3565,0.6481
178.000,1.3988,0.6463
178.167,1.4327,0.6440
178.333,1.4666,0.6416
178.500,1.5022,0.6393
178.667,1.5328,0.6367
178.833,1.5599,0.6354
179.000,1.5871,0.6342
179.167,1.6073,0.6341
179.333,1.6279,0.6306
179.667,1.6616,0.6316
179.833,1.6750,0.6326
180.000,1.6869,0.6319
180.167,1.7003,0.6329
180.333,1.7122,0.6322
180.500,1.7190,0.6327
180.667,1.7241,0.6314
180.833,1.7325,0.6321
181.000,1.7409,0.6327
181.500,1.7681,0.6315
181.667,1.7747,0.6337
181.833,1.7815,0.6326
182.000,1.7933,0.6335
182.167,1.8017,0.6341
182.333,1.8015,0.6358
182.667,1.8083,0.6363
182.833,1.8114,0.6399
183.000,1.8114,0.6399
183.167,1.8130,0.6401
183.333,1.8128,0.6434
183.500,1.8128,0.6434
183.667,1.8128,0.6434
184.833,1.8145,0.6436
185.000,1.8145,0.6436
185.333,1.8128,0.6434
185.500,1.8128,0.6434
185.667,1.8129,0.6418
185.833,1.8128,0.6434
186.000,1.8145,0.6436
186.500,1.8128,0.6434
188.000,1.8128,0.6434
188.167,1.8128,0.6434
188.333,1.8128,0.6434
188.500,1.8145,0.6436
189.500,1.8128,0.6434
189.667,1.8128,0.6434
189.833,1.8128,0.6434
190.000,1.8145,0.6436
190.167,1.8145,0.6436
190.333,1.8128,0.6434
190.667,1.8145,0.6436
190.833,1.8145,0.6436
191.000,1.8145,0.6436
191.167,1.8145,0.6436
191.333,1.8128,0.6434
191.500,1.8145,0.6436
192.333,1.8145,0.6436
192.500,1.8145,0.6436
192.667,1.8145,0.6436
192.833,1.8145,0.6436
193.000,1.8145,0.6436
193.167,1.8145,0.6436
193.333,1.8145,0.6436
194.000,1.8145,0.6436
194.167,1.8145,0.6436
194.333,1.8145,0.6436
194.667,1.8145,0.6436
194.833,1.8145,0.6436
195.000,1.8145,0.6436
195.167,1.8145,0.6436
195.333,1.8145,0.6436
195.500,1.8145,0.6436
195.833,1.8145,0.6436
196.333,1.8145,0.6436
196.500,1.8145,0.6436
196.667,1.8145,0.6436
196.833,1.8145,0.6436
197.000,1.8145,0.6436
197.333,1.8145,0.6436
197.500,1.8145,0.6436
197.667,1.8128,0.6434
197.833,1.8128,0.6434
198.000,1.8128,0.6434
198.167,1.8128,0.6434
198.333,1.8128,0.6434
198.500,1.8145,0.6436
198.667,1.8145,0.6436
198.833,1.8128,0.6434
199.333,1.8128,0.6434
199.500,1.8128,0.6434
199.667,1.8128,0.6434
199.833,1.8145,0.6436
200.000,1.8128,0.6434
200.167,1.8128,0.6434
200.500,1.8128,0.6434
200.667,1.8128,0.6434
200.833,1.8145,0.6436
201.000,1.8145,0.6436
201.333,1.8145,0.6436
201.500,1.8145,0.6436
202.000,1.8128,0.6434
202.167,1.8128,0.6434
202.333,1.8128,0.6434
202.500,1.8145,0.6436
203.167,1.8145,0.6436
203.333,1.8145,0.6436
203.500,1.8114,0.6399
203.833,1.8136,0.6334
204.000,1.8140,0.6284
204.167,1.8123,0.6282
204.333,1.8158,0.6268
204.833,1.8185,0.6136
205.000,1.8220,0.6121
205.167,1.8222,0.6105
205.500,1.8276,0.6058
205.667,1.8277,0.6042
205.833,1.8328,0.6046
206.167,1.8363,0.6031
206.500,1.8433,0.6003
206.667,1.8417,0.5985
206.833,1.8486,0.5974
207.667,1.8383,0.6623
208.167,1.8262,0.6866
208.833,1.8123,0.7125
209.000,1.8122,0.7142
209.333,1.8104,0.7157
209.500,1.8104,0.7157
210.000,1.8104,0.7157
210.167,1.8104,0.7157
210.333,1.8104,0.7157
210.500,1.8104,0.7157
211.000,1.8131,0.7243
211.167,1.8145,0.7278
211.333,1.8162,0.7280
211.833,1.8240,0.7353
212.000,1.8242,0.7336
212.333,1.8270,0.7406
212.667,1.7988,0.7553
213.000,1.7303,0.7650
213.167,1.6962,0.7691
213.333,1.6621,0.7731
213.833,1.5664,0.7858
214.000,1.5323,0.7899
214.167,1.5051,0.7928
214.333,1.4984,0.7922
214.500,1.4609,0.7960
214.667,1.4386,0.8010
214.833,1.4201,0.7995
215.000,1.4131,0.8024
215.167,1.4131,0.8024
215.333,1.4113,0.8039
215.500,1.4014,0.8014
215.667,1.3860,0.8036
215.833,1.3708,0.8041
216.000,1.3589,0.8048
216.167,1.3506,0.8042
216.333,1.3439,0.8036
216.667,1.3249,0.8089
217.000,1.3081,0.8075
217.167,1.3014,0.8070
217.333,1.2914,0.8062
217.500,1.2830,0.8055
217.667,1.2794,0.8086
217.833,1.2676,0.8077
218.000,1.2609,0.8072
218.167,1.2559,0.8068
218.333,1.2542,0.8066
218.500,1.2495,0.8029
218.667,1.2443,0.8042
218.833,1.2447,0.7992
219.000,1.2463,0.8010
219.333,1.2447,0.7992
219.500,1.2447,0.7992
219.667,1.2449,0.7975
219.833,1.2433,0.7957
220.000,1.2418,0.7939
220.167,1.2419,0.7922
220.333,1.2373,0.7868
220.500,1.2390,0.7869
220.667,1.2377,0.7818
220.833,1.2376,0.7834
221.167,1.2365,0.7766
221.333,1.2299,0.7744
221.500,1.2300,0.7727
221.667,1.2249,0.7740
221.833,1.2184,0.7702
222.000,1.2152,0.7682
222.167,1.2169,0.7683
222.500,1.2085,0.7677
222.667,1.2035,0.7673
222.833,1.2018,0.7672
223.000,1.1982,0.7702
223.167,1.1965,0.7701
223.333,1.1912,0.7731
223.500,1.1876,0.7761
223.667,1.1858,0.7777
223.833,1.1858,0.7777
224.000,1.1840,0.7792
224.167,1.1868,0.7862
224.333,1.1896,0.7931
224.500,1.1970,0.8055
224.667,1.2000,0.8108
224.833,1.2016,0.8109
225.000,1.2016,0.8109
225.333,1.2155,0.8271
225.667,1.2313,0.8402
225.833,1.2359,0.8456
226.000,1.2422,0.8512
226.167,1.2468,0.8566
226.333,1.2531,0.8621
226.500,1.2612,0.8661
226.667,1.2642,0.8714
227.000,1.2766,0.8842
227.167,1.2811,0.8913
227.333,1.2872,0.8985
227.500,1.2889,0.8986
227.667,1.2889,0.8986
227.833,1.2889,0.8986
228.000,1.2905,0.9005
228.167,1.2905,0.9005
228.333,1.2905,0.9005
228.500,1.2921,0.9006
229.000,1.2915,0.9090
229.167,1.2892,0.9155
229.667,1.2869,0.9238
229.833,1.2831,0.9285
230.000,1.2847,0.9303
230.167,1.2827,0.9335
230.333,1.2876,0.9356
230.500,1.3095,0.9357
230.667,1.3436,0.9316
230.833,1.3796,0.9244
231.000,1.4137,0.9203
231.167,1.4326,0.9168
231.333,1.4806,0.9071
231.500,1.5148,0.9031
231.667,1.5438,0.8986
231.833,1.5696,0.8939
232.000,1.5933,0.8925
232.167,1.6140,0.8873
232.333,1.6359,0.8891
232.500,1.6497,0.8851
232.667,1.6668,0.8831
233.000,1.6921,0.8834
233.167,1.6955,0.8837
233.333,1.6955,0.8837
233.500,1.7022,0.8842
233.667,1.7158,0.8836
233.833,1.7226,0.8825
234.000,1.7296,0.8796
234.167,1.7379,0.8820
234.333,1.7464,0.8810
234.500,1.7548,0.8816
234.667,1.7616,0.8822
234.833,1.7700,0.8828
235.000,1.7803,0.8803
235.167,1.7886,0.8826
235.333,1.7922,0.8795
235.500,1.7990,0.8801
235.667,1.8023,0.8803
235.833,1.8041,0.8788
236.000,1.8090,0.8809
236.167,1.8089,0.8825
236.333,1.8070,0.8858
236.500,1.8070,0.8858
236.667,1.8070,0.8858
236.833,1.8070,0.8858
237.000,1.8070,0.8858
237.167,1.8070,0.8858
237.333,1.8070,0.8858
237.500,1.8070,0.8858
237.667,1.8070,0.8858
237.833,1.8070,0.8858
238.000,1.8103,0.8860
238.167,1.8106,0.8827
238.333,1.8092,0.8792
238.833,1.8097,0.8725
239.000,1.8117,0.8693
239.167,1.8103,0.8658
239.333,1.8156,0.8628
239.500,1.8174,0.8613
239.667,1.8176,0.8579
239.833,1.8228,0.8566
240.000,1.8215,0.8515
240.167,1.8218,0.8481
240.500,1.8304,0.8471
240.667,1.8323,0.8439
240.833,1.8340,0.8440
241.000,1.8392,0.8428
241.167,1.8420,0.8497
241.333,1.8450,0.8550
242.333,1.8507,0.8892
242.667,1.8531,0.9012
243.000,1.8552,0.9183
243.167,1.8545,0.9267
243.667,1.8575,0.9522
243.833,1.8587,0.9591
244.000,1.8581,0.9658
244.167,1.8576,0.9725
244.333,1.8576,0.9725
244.500,1.8593,0.9726
244.667,1.8593,0.9726
244.833,1.8576,0.9725
245.000,1.8592,0.9743
245.500,1.8654,0.9815
245.667,1.8686,0.9835
