t_sec,x_paper,y_paper
466.667,0.4947,2.1101
466.833,0.4947,2.1101
467.000,0.4930,2.1100
467.167,0.4981,2.1102
467.333,0.4961,2.1153
467.500,0.4961,2.1153
467.667,0.4994,2.1172
467.833,0.5010,2.1190
468.000,0.4974,2.1223
468.167,0.4938,2.1256
468.333,0.4937,2.1273
468.500,0.4936,2.1290
468.667,0.4915,2.1341
468.833,0.4932,2.1342
469.000,0.4911,2.1410
469.167,0.4911,2.1410
469.333,0.4925,2.1463
469.500,0.4907,2.1479
469.667,0.4922,2.1515
469.833,0.4921,2.1532
470.000,0.5090,2.1542
470.167,0.5350,2.1469
470.333,0.5649,2.1295
470.500,0.6000,2.1106
470.667,0.6349,2.0952
470.833,0.6646,2.0813
471.000,0.6978,2.0658
471.167,0.7274,2.0536
471.333,0.7606,2.0364
471.500,0.7832,2.0273
471.667,0.8162,2.0135
471.833,0.8543,1.9984
472.000,0.8786,1.9893
472.167,0.8803,1.9894
472.333,0.8803,1.9894
472.500,0.8942,1.9833
472.667,0.9253,1.9729
472.833,0.9582,1.9609
473.000,0.9823,1.9536
473.167,1.0221,1.9386
473.333,1.0515,1.9264
473.500,1.0947,1.9115
473.667,1.1189,1.9025
473.833,1.1602,1.8893
474.000,1.1878,1.8788
474.167,1.2223,1.8669
474.333,1.2568,1.8550
474.500,1.2912,1.8432
474.667,1.3154,1.8342
474.833,1.3532,1.8208
475.000,1.3791,1.8102
475.167,1.4186,1.7986
475.333,1.4497,1.7849
475.500,1.4841,1.7731
475.667,1.5167,1.7611
475.833,1.5493,1.7509
476.000,1.5803,1.7372
476.167,1.6147,1.7254
476.500,1.6714,1.7029
476.667,1.7039,1.6926
476.833,1.7280,1.6820
477.000,1.7451,1.6761
477.167,1.7674,1.6705
477.333,1.7846,1.6578
477.500,1.8035,1.6520
477.667,1.8172,1.6442
477.833,1.8309,1.6399
478.000,1.8395,1.6336
478.167,1.8516,1.6274
478.333,1.8567,1.6260
478.500,1.8636,1.6213
478.667,1.8721,1.6200
479.000,1.8858,1.6106
479.333,1.8996,1.6028
479.500,1.8996,1.6028
479.667,1.8996,1.6028
479.833,1.8996,1.6028
480.000,1.8996,1.6028
480.167,1.8996,1.6028
480.333,1.8996,1.6028
480.500,1.8996,1.6028
480.667,1.8996,1.6028
480.833,1.8996,1.6028
481.000,1.8996,1.6028
481.167,1.8996,1.6028
481.333,1.8996,1.6028
481.500,1.8996,1.6028
481.667,1.8996,1.6045
481.833,1.8996,1.6028
482.000,1.8996,1.6028
482.167,1.8996,1.6012
488.500,1.8998,1.5827
488.667,1.8998,1.5827
488.833,1.8998,1.5827
489.000,1.8998,1.5827
489.167,1.8998,1.5827
489.333,1.8998,1.5827
489.500,1.8998,1.5827
489.667,1.8998,1.5844
489.833,1.8998,1.5827
490.000,1.8998,1.5827
490.167,1.8998,1.5827
490.333,1.8998,1.5827
517.167,1.8977,1.6128
517.333,1.8653,1.6213
517.500,1.8379,1.6267
517.667,1.8021,1.6351
518.000,1.7388,1.6522
518.167,1.7045,1.6623
518.333,1.6772,1.6693
518.500,1.6361,1.6808
518.667,1.5984,1.6924
519.167,1.5059,1.7199
519.333,1.4733,1.7301
519.500,1.4374,1.7385
519.667,1.4065,1.7505
519.833,1.3670,1.7620
520.000,1.3430,1.7710
520.167,1.3086,1.7828
520.333,1.2692,1.7927
520.500,1.2417,1.8015
520.667,1.2107,1.8118
520.833,1.1763,1.8236
521.000,1.1385,1.8370
521.167,1.1110,1.8441
521.333,1.0731,1.8592
521.500,1.0421,1.8678
521.667,1.0077,1.8796
521.833,0.9731,1.8932
522.000,0.9507,1.9023
522.167,0.9111,1.9139
522.333,0.8835,1.9227
522.500,0.8610,1.9318
522.667,0.8213,1.9451
522.833,0.7868,1.9570
523.000,0.7662,1.9628
523.167,0.7644,1.9644
523.333,0.7644,1.9644
523.500,0.7644,1.9644
523.667,0.7662,1.9628
523.833,0.7662,1.9628
524.000,0.7662,1.9628
524.167,0.7662,1.9628
524.333,0.7662,1.9628
524.500,0.7644,1.9644
524.667,0.7644,1.9644
524.833,0.7644,1.9644
525.000,0.7662,1.9628
525.167,0.7662,1.9628
525.333,0.7644,1.9644
525.500,0.7644,1.9644
525.667,0.7644,1.9644
525.833,0.7644,1.9644
526.000,0.7644,1.9644
526.167,0.7662,1.9628
526.333,0.7662,1.9628
526.500,0.7644,1.9644
526.667,0.7644,1.9644
526.833,0.7644,1.9644
527.000,0.7644,1.9644
527.167,0.7644,1.9644
527.333,0.7644,1.9644
527.500,0.7644,1.9644
527.667,0.7662,1.9628
527.833,0.7662,1.9628
528.000,0.7662,1.9628
528.167,0.7662,1.9628
528.333,0.7662,1.9628
528.500,0.7662,1.9628
528.667,0.7662,1.9628
528.833,0.7662,1.9628
529.000,0.7644,1.9644
529.167,0.7662,1.9628
529.333,0.7662,1.9628
529.500,0.7662,1.9628
529.667,0.7662,1.9628
529.833,0.7437,1.9701
530.000,0.7022,1.9851
530.167,0.6746,1.9939
530.333,0.6470,2.0028
530.500,0.6177,2.0115
530.667,0.5985,2.0208
530.833,0.5726,2.0280
531.000,0.5502,2.0337
531.167,0.5363,2.0398
531.333,0.5190,2.0458
531.500,0.5034,2.0518
531.667,0.4963,2.0566
531.833,0.4824,2.0628
532.000,0.4738,2.0640
532.167,0.4617,2.0685
532.333,0.4546,2.0733
532.500,0.4477,2.0747
532.667,0.4355,2.0809
532.833,0.4320,2.0825
533.000,0.4251,2.0838
533.167,0.4144,2.0919
533.333,0.4094,2.0916
533.500,0.4023,2.0964
533.667,0.3954,2.0977
533.833,0.3864,2.1059
534.000,0.3794,2.1090
534.167,0.3777,2.1089
534.333,0.3741,2.1121
534.500,0.3705,2.1154
534.667,0.3704,2.1171
534.833,0.3704,2.1171
535.000,0.3705,2.1154
535.167,0.3705,2.1154
535.333,0.3689,2.1136
535.500,0.3686,2.1187
535.667,0.3685,2.1205
535.833,0.3685,2.1205
536.000,0.3685,2.1205
536.167,0.3685,2.1205
536.333,0.3685,2.1205
536.500,0.3685,2.1205
536.667,0.3685,2.1205
536.833,0.3685,2.1205
537.000,0.3685,2.1205
537.167,0.3686,2.1187
537.333,0.3686,2.1187
537.500,0.3687,2.1170
537.667,0.3675,2.1100
537.833,0.3658,2.1099
538.000,0.3643,2.1064
538.167,0.3611,2.1045
538.333,0.3545,2.1007
538.500,0.3513,2.0988
538.667,0.3497,2.0970
538.833,0.3498,2.0952
539.000,0.3450,2.0915
539.167,0.3414,2.0948
539.500,0.3381,2.0929
539.833,0.3297,2.0924
540.000,0.3263,2.0922
540.167,0.3261,2.0957
540.333,0.3255,2.1043
540.500,0.3248,2.1146
540.667,0.3310,2.1236
540.833,0.3350,2.1394
541.000,0.3379,2.1465
541.167,0.3379,2.1465
541.500,0.3409,2.1536
541.667,0.3438,2.1607
541.833,0.3479,2.1748
542.000,0.3508,2.1819
542.167,0.3521,2.1889
542.333,0.3566,2.1979
542.500,0.3596,2.2033
542.667,0.3624,2.2121
542.833,0.3653,2.2210
543.000,0.3665,2.2280
543.167,0.3680,2.2316
543.333,0.3696,2.2334
543.500,0.3692,2.2386
543.667,0.3692,2.2386
543.833,0.3692,2.2386
544.000,0.3692,2.2386
544.167,0.3692,2.2386
544.333,0.3674,2.2403
544.500,0.3706,2.2439
544.667,0.3655,2.2437
544.833,0.3617,2.2487
545.167,0.3600,2.2486
545.333,0.3546,2.2535
545.500,0.3545,2.2553
545.667,0.3506,2.2620
545.833,0.3505,2.2638
546.000,0.3468,2.2688
546.167,0.3481,2.2741
546.333,0.3465,2.2723
546.500,0.3461,2.2793
546.667,0.3445,2.2774
546.833,0.3476,2.2828
547.000,0.3473,2.2863
547.167,0.3472,2.2881
547.333,0.3488,2.2899
547.500,0.3575,2.2869
547.667,0.3802,2.2794
547.833,0.4207,2.2590
548.000,0.4471,2.2465
548.167,0.4789,2.2290
548.333,0.5279,2.2074
548.500,0.5647,2.1902
548.667,0.6049,2.1733
548.833,0.6294,2.1625
549.000,0.6382,2.1578
549.167,0.6382,2.1578
549.333,0.6398,2.1596
549.500,0.6782,2.1443
549.667,0.7129,2.1324
549.833,0.7443,2.1202
550.000,0.7773,2.1081
550.167,0.8032,2.1009
550.333,0.8416,2.0839
550.500,0.8746,2.0719
550.667,0.9090,2.0651
550.833,0.9334,2.0543
551.000,0.9732,2.0426
551.167,1.0027,2.0304
551.333,1.0321,2.0216
551.500,1.0650,2.0113
551.667,1.1014,1.9977
551.833,1.1273,1.9888
552.000,1.1688,1.9755
552.167,1.1965,1.9666
552.333,1.2345,1.9549
552.500,1.2656,1.9428
552.667,1.3002,1.9309
552.833,1.3330,1.9189
553.000,1.3641,1.9085
553.167,1.3934,1.8997
553.333,1.4245,1.8877
553.500,1.4624,1.8759
553.667,1.4969,1.8641
553.833,1.5159,1.8582
554.000,1.5176,1.8583
554.167,1.5210,1.8567
554.333,1.5452,1.8477
554.500,1.5798,1.8307
554.667,1.6092,1.8169
554.833,1.6386,1.7997
555.000,1.6697,1.7808
555.500,1.7388,1.7435
555.667,1.7543,1.7324
555.833,1.7716,1.7248
556.000,1.7853,1.7204
556.167,1.7991,1.7126
556.333,1.8128,1.7066
556.500,1.8266,1.7022
556.667,1.8352,1.6975
558.167,1.8335,1.6974
558.333,1.8335,1.6974
558.833,1.8335,1.6974
559.000,1.8266,1.7005
559.167,1.8146,1.7050
559.333,1.8077,1.7063
559.500,1.8042,1.7095
559.667,1.7923,1.7123
559.833,1.7854,1.7154
560.000,1.7785,1.7184
560.167,1.7699,1.7214
560.333,1.7630,1.7244
560.500,1.7579,1.7241
560.667,1.7459,1.7303
560.833,1.7373,1.7316
561.000,1.7304,1.7363
561.167,1.7235,1.7377
561.333,1.7150,1.7389
561.500,1.7081,1.7420
561.667,1.7012,1.7450
561.833,1.6926,1.7480
562.000,1.6840,1.7526
562.167,1.6771,1.7557
562.333,1.6685,1.7587
562.500,1.6616,1.7600
562.667,1.6530,1.7630
562.833,1.6479,1.7661
563.000,1.6393,1.7691
563.167,1.6341,1.7722
563.333,1.6255,1.7752
563.500,1.6152,1.7780
563.667,1.6100,1.7812
563.833,1.6031,1.7825
564.000,1.5911,1.7870
564.167,1.5859,1.7902
564.333,1.5790,1.7915
564.667,1.5635,1.7975
564.833,1.5567,1.7989
565.000,1.5515,1.8003
565.167,1.5515,1.8003
565.333,1.5498,1.8019
565.500,1.5515,1.8020
565.833,1.6066,1.7810
566.000,1.6376,1.7690
566.167,1.6616,1.7600
566.333,1.6858,1.7476
566.500,1.7116,1.7388
566.667,1.7287,1.7328
566.833,1.7459,1.7269
567.000,1.7665,1.7195
567.167,1.7837,1.7119
567.333,1.7992,1.7076
567.500,1.8060,1.7045
567.667,1.8180,1.7034
567.833,1.8249,1.6987
568.000,1.8352,1.6975
568.667,1.8661,1.6855
568.833,1.8729,1.6859
569.000,1.8781,1.6811
569.333,1.8781,1.6827
569.500,1.8798,1.6828
569.667,1.8798,1.6811
569.833,1.8798,1.6811
570.000,1.8798,1.6811
570.167,1.8798,1.6811
570.333,1.8798,1.6811
570.500,1.8832,1.6796
570.667,1.8917,1.6800
570.833,1.8986,1.6753
577.833,1.8998,1.5827
578.167,1.8998,1.5844
578.333,1.8998,1.5844
578.500,1.8998,1.5844
578.667,1.8998,1.5844
582.333,1.8997,1.5944
587.500,1.8997,1.5928
593.667,1.8988,1.6601
594.167,1.8853,1.6527
594.333,1.8836,1.6509
594.667,1.8785,1.6523
594.833,1.8734,1.6521
595.000,1.8734,1.6504
595.333,1.8665,1.6518
595.500,1.8597,1.6565
595.667,1.8597,1.6548
595.833,1.8597,1.6548
596.000,1.8597,1.6548
596.167,1.8597,1.6548
596.333,1.8597,1.6548
596.500,1.8597,1.6548
596.667,1.8597,1.6548
596.833,1.8597,1.6548
597.000,1.8648,1.6550
597.167,1.8699,1.6519
597.333,1.8716,1.6537
597.500,1.8734,1.6521
597.667,1.8750,1.6539
597.833,1.8751,1.6522
598.333,1.8870,1.6511
603.167,1.8988,1.6601
603.333,1.8988,1.6601
603.667,1.8904,1.6563
604.167,1.8818,1.6559
604.500,1.8767,1.6539
604.667,1.8750,1.6556
604.833,1.8699,1.6570
605.000,1.8664,1.6602
605.167,1.8630,1.6583
605.333,1.8630,1.6583
605.500,1.8613,1.6599
605.667,1.8614,1.6566
605.833,1.8613,1.6582
606.000,1.8613,1.6582
606.167,1.8613,1.6582
606.333,1.8613,1.6582
606.500,1.8613,1.6582
606.667,1.8613,1.6582
606.833,1.8614,1.6566
607.000,1.8699,1.6553
607.167,1.8699,1.6553
607.333,1.8767,1.6539
607.500,1.8767,1.6539
607.833,1.8802,1.6524
608.000,1.8852,1.6561
608.167,1.8887,1.6529
608.500,1.8938,1.6531
608.667,1.8955,1.6549
608.833,1.8988,1.6601
610.667,1.8453,1.7014
610.833,1.8179,1.7068
611.000,1.8145,1.7100
611.167,1.8145,1.7100
611.500,1.7683,1.7179
611.667,1.7391,1.7266
611.833,1.7083,1.7318
612.000,1.6671,1.7433
612.333,1.6002,1.7603
612.667,1.5264,1.7820
612.833,1.4989,1.7908
613.000,1.4628,1.8026
613.167,1.4370,1.8115
613.333,1.4027,1.8199
613.500,1.3700,1.8302
613.833,1.3081,1.8492
614.000,1.2718,1.8643
614.167,1.2374,1.8745
614.333,1.2047,1.8831
614.500,1.1702,1.8950
614.667,1.1392,1.9053
614.833,1.1064,1.9173
615.000,1.0735,1.9293
615.167,1.0425,1.9396
615.333,1.0080,1.9498
615.500,0.9769,1.9602
615.667,0.9423,1.9721
615.833,0.9164,1.9810
616.000,0.8784,1.9928
616.167,0.8457,2.0013
616.333,0.8129,2.0116
616.500,0.7816,2.0254
616.667,0.7487,2.0357
616.833,0.7143,2.0442
617.000,0.6778,2.0595
617.167,0.6432,2.0697
617.333,0.6190,2.0771
617.500,0.5809,2.0888
617.667,0.5533,2.0960
617.833,0.5170,2.1061
618.000,0.4980,2.1120
618.167,0.4721,2.1192
618.333,0.4548,2.1235
618.500,0.4338,2.1344
618.667,0.4165,2.1387
618.833,0.4010,2.1430
619.000,0.3887,2.1493
619.167,0.3748,2.1537
619.333,0.3678,2.1568
619.500,0.3539,2.1612
619.667,0.3468,2.1661
619.833,0.3400,2.1657
620.000,0.3328,2.1722
620.167,0.3224,2.1751
620.333,0.3188,2.1784
620.500,0.3066,2.1829
620.667,0.2999,2.1826
620.833,0.2944,2.1875
621.000,0.2859,2.1887
621.167,0.2787,2.1936
621.333,0.2734,2.1967
621.500,0.2700,2.1966
621.667,0.2646,2.2015
621.833,0.2646,2.2015
622.000,0.2646,2.2015
622.167,0.2646,2.2015
622.500,0.2646,2.2015
622.667,0.2646,2.2015
622.833,0.2646,2.2015
623.000,0.2646,2.2015
623.167,0.2646,2.2015
623.333,0.2664,2.1998
623.500,0.2664,2.1998
623.667,0.2646,2.2015
623.833,0.2646,2.2015
624.000,0.2646,2.2015
624.167,0.2646,2.2015
624.333,0.2646,2.2015
624.500,0.2646,2.2015
624.667,0.2646,2.2015
624.833,0.2646,2.2015
625.000,0.2646,2.2015
625.667,0.2646,2.2015
625.833,0.2646,2.2015
626.000,0.2646,2.2015
626.167,0.2646,2.2015
626.333,0.2646,2.2015
626.500,0.2630,2.1996
626.667,0.2630,2.1996
626.833,0.2646,2.2015
627.000,0.2646,2.2015
627.167,0.2646,2.2015
627.333,0.2646,2.2015
627.500,0.2646,2.2015
627.667,0.2627,2.2048
627.833,0.2607,2.2082
628.000,0.2589,2.2098
628.167,0.2624,2.2083
628.333,0.2624,2.2083
628.500,0.2624,2.2083
628.667,0.2624,2.2083
628.833,0.2624,2.2083
629.000,0.2624,2.2083
629.167,0.2624,2.2083
629.333,0.2624,2.2083
629.500,0.2624,2.2083
629.667,0.2624,2.2083
629.833,0.2624,2.2083
630.000,0.2624,2.2083
630.167,0.2624,2.2083
630.333,0.2624,2.2083
630.500,0.2624,2.2083
630.667,0.2624,2.2083
630.833,0.2624,2.2083
631.000,0.2624,2.2083
631.167,0.2624,2.2083
631.333,0.2624,2.2083
631.500,0.2624,2.2083
631.667,0.2624,2.2083
631.833,0.2624,2.2083
632.000,0.2624,2.2083
632.167,0.2624,2.2083
632.333,0.2624,2.2083
632.500,0.2624,2.2083
632.667,0.2624,2.2083
632.833,0.2624,2.2083
633.000,0.2624,2.2083
633.167,0.2624,2.2083
633.333,0.2624,2.2083
633.500,0.2624,2.2083
633.667,0.2624,2.2083
633.833,0.2624,2.2083
634.000,0.2624,2.2083
634.167,0.2624,2.2083
634.333,0.2624,2.2083
634.500,0.2624,2.2083
634.667,0.2624,2.2083
634.833,0.2624,2.2083
635.167,0.2624,2.2083
635.333,0.2624,2.2083
635.500,0.2624,2.2083
635.667,0.2624,2.2083
635.833,0.2624,2.2083
636.000,0.2624,2.2083
636.167,0.2624,2.2083
636.333,0.2624,2.2083
636.500,0.2624,2.2083
636.667,0.2624,2.2083
636.833,0.2624,2.2083
637.000,0.2624,2.2083
637.167,0.2624,2.2083
637.333,0.2624,2.2083
637.500,0.2624,2.2083
637.667,0.2641,2.2084
637.833,0.2641,2.2084
638.000,0.2624,2.2083
638.167,0.2624,2.2083
638.333,0.2624,2.2083
638.500,0.2624,2.2083
638.667,0.2624,2.2083
638.833,0.2624,2.2083
639.000,0.2641,2.2084
639.167,0.2624,2.2083
639.333,0.2624,2.2083
639.500,0.2624,2.2083
639.667,0.2624,2.2083
639.833,0.2624,2.2083
640.000,0.2624,2.2083
640.167,0.2624,2.2083
640.333,0.2624,2.2083
640.500,0.2624,2.2083
640.667,0.2624,2.2083
640.833,0.2624,2.2083
641.000,0.2624,2.2083
641.167,0.2624,2.2083
641.333,0.2624,2.2083
641.500,0.2624,2.2083
641.667,0.2624,2.2083
641.833,0.2624,2.2083
642.000,0.2624,2.2083
642.167,0.2624,2.2083
642.333,0.2624,2.2083
642.500,0.2624,2.2083
642.667,0.2624,2.2083
642.833,0.2624,2.2083
643.000,0.2624,2.2083
643.167,0.2624,2.2083
643.333,0.2624,2.2083
643.500,0.2624,2.2083
643.667,0.2624,2.2083
643.833,0.2624,2.2083
644.000,0.2624,2.2083
644.167,0.2624,2.2083
644.333,0.2624,2.2083
644.500,0.2624,2.2083
644.667,0.2624,2.2083
644.833,0.2624,2.2083
645.000,0.2624,2.2083
645.167,0.2624,2.2083
645.333,0.2624,2.2083
645.500,0.2624,2.2083
645.667,0.2624,2.2083
645.833,0.2624,2.2083
646.000,0.2624,2.2083
646.167,0.2624,2.2083
646.333,0.2624,2.2083
646.500,0.2624,2.2083
646.667,0.2624,2.2083
646.833,0.2624,2.2083
647.000,0.2624,2.2083
647.167,0.2624,2.2083
647.333,0.2624,2.2083
647.500,0.2624,2.2083
647.667,0.2624,2.2083
647.833,0.2624,2.2083
648.000,0.2624,2.2083
648.167,0.2624,2.2083
648.333,0.2624,2.2083
648.500,0.2624,2.2083
648.667,0.2624,2.2083
648.833,0.2624,2.2083
649.000,0.2624,2.2083
649.167,0.2624,2.2083
649.333,0.2624,2.2083
649.500,0.2624,2.2083
649.667,0.2624,2.2083
650.000,0.2652,2.2172
650.167,0.2634,2.2188
650.333,0.2650,2.2206
650.500,0.2632,2.2223
650.667,0.2644,2.2293
650.833,0.2627,2.2292
651.000,0.2607,2.2326
651.167,0.2591,2.2325
651.333,0.2587,2.2377
651.500,0.2553,2.2375
651.833,0.2529,2.2478
652.000,0.2530,2.2461
652.167,0.2476,2.2510
652.333,0.2425,2.2507
652.667,0.2405,2.2541
652.833,0.2355,2.2538
653.000,0.2327,2.2450
653.167,0.2300,2.2344
653.333,0.2251,2.1836
653.500,0.2228,2.1454
653.667,0.2186,2.1088
654.000,0.2164,2.0449
654.333,0.2148,1.9728
654.667,0.2136,1.9198
654.833,0.2152,1.9199
655.333,0.2156,1.8451
655.500,0.2159,1.8181
656.000,0.2184,1.7137
656.167,0.2191,1.6802
656.333,0.2211,1.6535
656.500,0.2248,1.6253
656.667,0.2256,1.5903
656.833,0.2248,1.5554
657.000,0.2240,1.5205
657.167,0.2231,1.4874
657.333,0.2187,1.4575
657.500,0.2150,1.4178
657.667,0.2126,1.3832
657.833,0.2085,1.3486
658.000,0.2091,1.3192
658.167,0.2071,1.2784
658.333,0.2047,1.2441
658.500,0.2073,1.2102
658.667,0.2045,1.1810
658.833,0.2105,1.1441
659.000,0.2130,1.1104
659.167,0.2184,1.0818
659.333,0.2207,1.0498
659.500,0.2246,1.0196
659.667,0.2267,0.9910
659.833,0.2300,0.9466
660.000,0.2276,0.9132
660.167,0.2280,0.8863
660.333,0.2268,0.8578
660.500,0.2233,0.7962
660.667,0.2254,0.7681
660.833,0.2237,0.7477
661.000,0.2251,0.7289
661.167,0.2265,0.7103
661.333,0.2245,0.6946
661.500,0.2306,0.6777
661.667,0.2297,0.6683
661.833,0.2306,0.6559
662.000,0.2316,0.6420
662.333,0.2381,0.6189
662.500,0.2386,0.6128
662.667,0.2378,0.6019
662.833,0.2400,0.5942
663.000,0.2407,0.5850
663.167,0.2427,0.5789
663.333,0.2449,0.5712
663.500,0.2472,0.5621
663.667,0.2478,0.5528
663.833,0.2498,0.5483
664.000,0.2522,0.5376
664.333,0.2564,0.5239
664.500,0.2602,0.5148
664.667,0.2623,0.5087
664.833,0.2613,0.5010
665.167,0.2677,0.4997
665.333,0.2680,0.4967
665.500,0.2715,0.4922
665.667,0.2744,0.4954
665.833,0.2744,0.4954
666.000,0.2744,0.4954
666.167,0.2759,0.4970
666.333,0.2774,0.4986
666.500,0.2772,0.5016
666.667,0.2769,0.5047
666.833,0.2766,0.5093
667.000,0.2757,0.5216
667.167,0.2750,0.5308
667.333,0.2746,0.5369
667.500,0.2741,0.5431
667.667,0.2703,0.5522
667.833,0.2728,0.5615
668.000,0.2690,0.5691
668.167,0.2698,0.5800
668.333,0.2710,0.5862
668.667,0.2664,0.6046
668.833,0.2660,0.6108
669.000,0.2654,0.6185
669.167,0.2649,0.6247
669.500,0.2636,0.6433
669.667,0.2629,0.6526
669.833,0.2622,0.6619
670.000,0.2618,0.6681
670.167,0.2613,0.6743
670.333,0.2608,0.6805
670.500,0.2599,0.6929
670.667,0.2595,0.6991
670.833,0.2557,0.7068
671.000,0.2566,0.7162
671.167,0.2576,0.7240
671.333,0.2572,0.7303
671.500,0.2533,0.7395
671.667,0.2558,0.7490
671.833,0.2554,0.7552
672.000,0.2544,0.7677
672.167,0.2540,0.7740
672.333,0.2535,0.7803
672.500,0.2527,0.7912
672.667,0.2510,0.7927
672.833,0.2510,0.7927
673.000,0.2526,0.7928
673.167,0.2526,0.7928
673.333,0.2527,0.7912
673.500,0.2549,0.7615
673.667,0.2573,0.7287
673.833,0.2590,0.7054
674.000,0.2590,0.6835
674.167,0.2618,0.6681
674.333,0.2631,0.6495
674.500,0.2645,0.6309
674.667,0.2654,0.6185
674.833,0.2663,0.6061
675.000,0.2654,0.5968
675.167,0.2648,0.5829
675.333,0.2653,0.5767
675.500,0.2674,0.5691
675.667,0.2681,0.5598
675.833,0.2671,0.5521
676.000,0.2675,0.5459
676.167,0.2684,0.5336
676.333,0.2704,0.5291
676.500,0.2726,0.5199
676.667,0.2732,0.5122
676.833,0.2736,0.5061
677.000,0.2743,0.4969
677.167,0.2744,0.4954
677.333,0.2747,0.4923
677.500,0.2782,0.4878
677.667,0.2783,0.4863
677.833,0.2798,0.4879
678.000,0.2798,0.4879
678.167,0.2798,0.4879
678.333,0.2798,0.4879
678.500,0.2800,0.4848
678.667,0.2800,0.4848
678.833,0.2846,0.4866
679.000,0.2845,0.4881
679.333,0.2912,0.4838
679.500,0.2977,0.4825
679.667,0.2994,0.4810
679.833,0.3046,0.4751
680.000,0.3046,0.4751
680.167,0.3065,0.4705
680.667,0.3134,0.4631
680.833,0.3137,0.4601
681.000,0.3142,0.4524
681.167,0.3176,0.4495
681.333,0.3194,0.4465
681.500,0.3166,0.4418
681.667,0.3186,0.4358
681.833,0.3170,0.4357
682.000,0.3157,0.4311
682.167,0.3144,0.4280
682.333,0.3144,0.4280
682.500,0.3115,0.4233
682.667,0.3099,0.4232
682.833,0.3103,0.4186
683.000,0.3088,0.4170
683.167,0.3087,0.4186
683.333,0.2973,0.4227
683.500,0.2856,0.4299
683.667,0.2628,0.4581
683.833,0.2416,0.4864
684.000,0.2237,0.5134
684.167,0.2089,0.5405
684.333,0.1976,0.5632
684.500,0.1812,0.5888
684.667,0.1698,0.6131
684.833,0.1544,0.6466
685.000,0.1522,0.6542
685.167,0.1541,0.6497
685.333,0.1557,0.6497
685.500,0.1606,0.6484
685.667,0.1529,0.6651
686.000,0.1238,0.7107
686.167,0.1239,0.7091
686.333,0.1270,0.7108
686.500,0.1282,0.7155
686.667,0.1159,0.7291
686.833,0.1074,0.7350
687.000,0.0920,0.7468
687.167,0.0818,0.7542
687.333,0.0713,0.7647
687.667,0.0266,0.7816
687.833,0.0265,0.7832
688.000,0.0309,0.7881
688.167,0.0309,0.7881
688.333,0.0293,0.7880
688.833,0.0308,0.7897
689.000,0.0276,0.7895
689.333,0.0288,0.7943
689.667,0.0265,0.8020
689.833,0.0267,0.8005
690.167,0.0260,0.8083
690.500,0.0067,0.8090
690.833,0.0066,0.8106
691.000,0.0067,0.8090
691.167,0.0067,0.8090
691.333,0.0066,0.8106
691.500,0.0066,0.8106
691.833,0.0066,0.8106
692.000,0.0066,0.8106
692.167,0.0066,0.8106
692.333,0.0082,0.8107
692.500,0.0066,0.8106
692.833,0.0066,0.8106
693.000,0.0066,0.8106
693.167,0.0066,0.8106
693.333,0.0066,0.8106
693.500,0.0032,0.8120
693.667,0.0030,0.8152
693.833,0.0011,0.8182
694.000,-0.0006,0.8197
694.167,-0.0056,0.8211
694.333,-0.0072,0.8210
694.500,-0.0109,0.8271
694.667,-0.0109,0.8271
694.833,-0.0173,0.8269
695.000,-0.0189,0.8268
695.167,-0.0270,0.8280
695.333,-0.0237,0.8266
695.500,-0.0302,0.8279
695.833,-0.0365,0.8260
696.167,-0.0425,0.8211
696.333,-0.0458,0.8225
696.500,-0.0458,0.8225
696.667,-0.0458,0.8225
696.833,-0.0458,0.8225
697.000,-0.0442,0.8226
697.167,-0.0442,0.8226
697.333,-0.0442,0.8226
697.500,-0.0442,0.8226
697.667,-0.0442,0.8226
697.833,-0.0428,0.8242
698.000,-0.0412,0.8243
698.167,-0.0366,0.8276
698.500,-0.0302,0.8279
698.667,-0.0253,0.8265
698.833,-0.0240,0.8297
699.000,-0.0189,0.8268
699.167,-0.0174,0.8284
699.333,-0.0109,0.8271
699.500,-0.0107,0.8256
699.667,-0.0043,0.8258
699.833,-0.0026,0.8243
700.000,0.0011,0.8182
700.167,0.0011,0.8182
700.333,0.0078,0.8154
700.500,0.0079,0.8138
700.667,0.0036,0.8073
700.833,-0.0037,0.7992
701.000,-0.0037,0.7992
701.167,-0.0037,0.7992
701.333,-0.0039,0.8007
701.500,-0.0039,0.8007
701.667,-0.0037,0.7992
701.833,-0.0037,0.7992
702.000,-0.0037,0.7992
702.167,-0.0039,0.8007
702.333,-0.0039,0.8007
702.500,-0.0039,0.8007
702.667,-0.0039,0.8007
702.833,-0.0039,0.8007
703.000,-0.0037,0.7992
703.333,-0.0037,0.7992
703.500,-0.0039,0.8007
703.667,-0.0039,0.8007
703.833,-0.0039,0.8007
704.167,-0.0039,0.8007
704.333,-0.0039,0.8007
704.500,-0.0037,0.7992
704.667,-0.0037,0.7992
704.833,-0.0037,0.7992
705.000,-0.0039,0.8007
705.167,-0.0039,0.8007
705.333,-0.0039,0.8007
705.500,-0.0039,0.8007
705.667,-0.0021,0.7992
705.833,-0.0037,0.7992
706.000,-0.0037,0.7992
706.167,-0.0039,0.8007
706.333,-0.0039,0.8007
706.667,-0.0039,0.8007
706.833,-0.0039,0.8007
