t_sec,x_paper,y_paper
251.000,1.8854,0.6624
251.167,1.8839,0.6576
251.500,1.8872,0.6530
251.667,1.8873,0.6499
251.833,1.8922,0.6469
252.000,1.8906,0.6469
252.167,1.8939,0.6423
252.333,1.8939,0.6423
252.500,1.8940,0.6407
262.000,1.8651,0.8180
262.667,1.8252,0.8275
262.833,1.8186,0.8288
263.000,1.8203,0.8273
263.167,1.8137,0.8254
263.333,1.7903,0.8387
263.500,1.7653,0.8504
263.667,1.7419,0.8622
263.833,1.7218,0.8741
264.000,1.7051,0.8829
264.167,1.6884,0.8918
264.333,1.6800,0.8978
264.500,1.6599,0.9081
265.000,1.6331,0.9230
265.167,1.6213,0.9305
265.333,1.6146,0.9334
265.667,1.6012,0.9440
265.833,1.5944,0.9485
266.000,1.5878,0.9498
266.167,1.5861,0.9514
266.333,1.5743,0.9589
266.500,1.5676,0.9634
266.667,1.5608,0.9679
266.833,1.5541,0.9708
267.000,1.5540,0.9740
267.167,1.5524,0.9723
267.333,1.5490,0.9770
267.667,1.5473,0.9785
267.833,1.5473,0.9785
268.000,1.5473,0.9785
268.167,1.5473,0.9785
268.333,1.5473,0.9785
268.500,1.5473,0.9785
268.667,1.5473,0.9785
268.833,1.5473,0.9785
269.000,1.5473,0.9785
269.167,1.5473,0.9785
269.333,1.5473,0.9785
269.500,1.5473,0.9785
269.667,1.5473,0.9785
269.833,1.5473,0.9785
270.000,1.5473,0.9785
270.167,1.5473,0.9785
270.333,1.5473,0.9785
270.500,1.5473,0.9785
270.667,1.5473,0.9785
270.833,1.5473,0.9785
271.000,1.5473,0.9785
271.167,1.5473,0.9785
271.333,1.5473,0.9785
271.500,1.5473,0.9785
271.667,1.5473,0.9785
271.833,1.5473,0.9785
272.000,1.5473,0.9785
272.167,1.5473,0.9785
272.333,1.5473,0.9785
272.500,1.5473,0.9785
272.667,1.5473,0.9785
272.833,1.5473,0.9785
273.000,1.5473,0.9785
273.167,1.5473,0.9785
273.333,1.5473,0.9785
273.500,1.5456,0.9801
273.667,1.5456,0.9801
273.833,1.5456,0.9801
274.000,1.5456,0.9801
274.167,1.5456,0.9801
274.333,1.5456,0.9801
274.500,1.5456,0.9801
274.667,1.5456,0.9801
274.833,1.5456,0.9801
275.000,1.5473,0.9801
275.167,1.5473,0.9785
275.333,1.5457,0.9753
275.500,1.5408,0.9750
275.833,1.5360,0.9684
276.000,1.5344,0.9651
276.167,1.5344,0.9667
276.333,1.5311,0.9650
276.500,1.5295,0.9633
276.667,1.5262,0.9616
277.000,1.5213,0.9614
277.167,1.5181,0.9580
277.500,1.5114,0.9577
277.667,1.5114,0.9593
277.833,1.5081,0.9608
278.167,1.4997,0.9620
278.333,1.5028,0.9702
278.667,1.5026,0.9798
278.833,1.5056,0.9912
279.000,1.5087,0.9993
279.167,1.5151,1.0077
279.333,1.5134,1.0076
279.500,1.5134,1.0076
280.000,1.5212,1.0256
280.333,1.5275,1.0388
280.500,1.5307,1.0438
280.667,1.5338,1.0520
280.833,1.5385,1.0603
281.000,1.5433,1.0669
281.167,1.5448,1.0735
281.333,1.5446,1.0815
281.500,1.5462,1.0848
281.667,1.5495,1.0866
282.833,1.5460,1.0929
283.167,1.5425,1.0976
283.500,1.5391,1.1007
283.667,1.5374,1.1022
283.833,1.5340,1.1069
284.000,1.5339,1.1086
284.167,1.5356,1.1103
284.333,1.5321,1.1133
284.500,1.5321,1.1166
284.833,1.5286,1.1213
285.000,1.5318,1.1247
285.167,1.5284,1.1278
285.333,1.5301,1.1295
285.500,1.5266,1.1326
285.667,1.5350,1.1329
285.833,1.5601,1.1276
286.000,1.5937,1.1145
286.167,1.6257,1.0997
286.333,1.6526,1.0879
286.500,1.6745,1.0792
287.000,1.7401,1.0465
287.333,1.7669,1.0348
287.667,1.7803,1.0290
287.833,1.7803,1.0290
288.000,1.7938,1.0215
288.167,1.8072,1.0156
288.333,1.8139,1.0111
288.500,1.8207,1.0065
288.667,1.8274,1.0052
288.833,1.8341,0.9991
289.000,1.8408,0.9945
289.167,1.8509,0.9917
289.333,1.8593,0.9873
289.500,1.8643,0.9859
289.667,1.8710,0.9798
289.833,1.8777,0.9752
290.000,1.8794,0.9753
290.167,1.8811,0.9738
290.500,1.8795,0.9689
290.667,1.8795,0.9689
290.833,1.8812,0.9673
291.000,1.8812,0.9673
291.167,1.8812,0.9673
291.333,1.8812,0.9673
291.500,1.8812,0.9673
291.667,1.8812,0.9657
291.833,1.8813,0.9609
292.167,1.8831,0.9465
292.333,1.8815,0.9449
292.500,1.8832,0.9433
292.667,1.8849,0.9402
292.833,1.8816,0.9352
293.167,1.8834,0.9305
293.333,1.8818,0.9256
293.500,1.8818,0.9256
293.667,1.8768,0.9238
293.833,1.8769,0.9206
294.000,1.8802,0.9208
294.167,1.8802,0.9192
294.500,1.8836,0.9113
295.000,1.8985,0.9183
298.167,1.8989,1.0083
298.500,1.8955,1.0163
298.667,1.8888,1.0224
298.833,1.8853,1.0287
299.000,1.8820,1.0318
299.167,1.8803,1.0317
299.333,1.8786,1.0349
299.500,1.8786,1.0349
299.667,1.8819,1.0350
299.833,1.8785,1.0381
300.000,1.8768,1.0396
300.167,1.8752,1.0396
300.333,1.8751,1.0460
300.667,1.8750,1.0525
300.833,1.8766,1.0542
301.000,1.8749,1.0590
301.167,1.8799,1.0592
301.333,1.8849,1.0610
301.500,1.8849,1.0610
301.667,1.8849,1.0610
301.833,1.8849,1.0610
302.000,1.8849,1.0610
302.167,1.8849,1.0610
302.333,1.8849,1.0610
302.500,1.8849,1.0610
302.833,1.8799,1.0624
303.000,1.8748,1.0654
303.167,1.8715,1.0669
303.333,1.8647,1.0715
303.500,1.8563,1.0759
303.833,1.8412,1.0834
304.167,1.8293,1.0909
304.333,1.8209,1.0954
304.500,1.8126,1.0967
304.833,1.7991,1.1042
305.000,1.7923,1.1071
305.167,1.7856,1.1117
305.333,1.7789,1.1130
305.667,1.7637,1.1205
305.833,1.7536,1.1249
306.167,1.7385,1.1307
306.333,1.7317,1.1369
306.500,1.7249,1.1399
306.667,1.7199,1.1429
306.833,1.7148,1.1475
307.000,1.7047,1.1503
307.167,1.6979,1.1549
307.500,1.6827,1.1607
307.833,1.6693,1.1666
308.000,1.6591,1.1727
308.167,1.6507,1.1756
308.333,1.6490,1.1771
308.500,1.6422,1.1817
308.667,1.6304,1.1860
308.833,1.6236,1.1906
309.000,1.6236,1.1906
309.167,1.6236,1.1906
309.333,1.6236,1.1906
309.500,1.6219,1.1906
309.667,1.6236,1.1923
309.833,1.6202,1.1954
310.000,1.6151,1.1968
310.167,1.6168,1.1968
310.333,1.6388,1.1848
310.667,1.6965,1.1402
310.833,1.7136,1.1231
311.000,1.7339,1.1094
311.167,1.7474,1.1003
311.333,1.7593,1.0895
311.500,1.7678,1.0801
311.667,1.7745,1.0756
311.833,1.7914,1.0650
312.000,1.7948,1.0603
312.167,1.8032,1.0558
312.333,1.8065,1.0559
312.500,1.8150,1.0482
312.667,1.8201,1.0436
312.833,1.8268,1.0391
313.000,1.8336,1.0345
313.167,1.8369,1.0330
313.333,1.8369,1.0347
313.500,1.8369,1.0330
313.667,1.8369,1.0347
313.833,1.8369,1.0347
314.000,1.8352,1.0346
314.167,1.8369,1.0330
314.333,1.8369,1.0330
314.500,1.8369,1.0330
314.667,1.8386,1.0315
314.833,1.8470,1.0286
315.333,1.8672,1.0150
315.500,1.8756,1.0122
315.667,1.8773,1.0074
315.833,1.8773,1.0074
316.000,1.8807,1.0043
316.167,1.8791,0.9994
316.333,1.8791,0.9946
316.500,1.8808,0.9931
316.667,1.8826,0.9867
317.000,1.8844,0.9771
317.167,1.8827,0.9770
317.333,1.8844,0.9723
317.500,1.8812,0.9689
317.667,1.8812,0.9673
317.833,1.8796,0.9640
318.000,1.8829,0.9610
318.167,1.8813,0.9577
318.333,1.8814,0.9545
318.500,1.8781,0.9511
318.667,1.8781,0.9527
318.833,1.8781,0.9479
319.000,1.8798,0.9496
319.167,1.8815,0.9465
320.333,1.8914,0.9501
320.500,1.8914,0.9517
320.667,1.8963,0.9567
320.833,1.8963,0.9567
321.000,1.8963,0.9567
321.167,1.8996,0.9585
321.333,1.8996,0.9585
326.000,1.8804,1.0220
326.167,1.8469,1.0335
326.333,1.8134,1.0465
326.500,1.7815,1.0581
326.667,1.7530,1.0681
326.833,1.7211,1.0797
327.667,1.6539,1.1058
327.833,1.6505,1.1073
328.000,1.6287,1.1160
328.167,1.6119,1.1218
328.333,1.5950,1.1291
328.500,1.5815,1.1350
328.667,1.5714,1.1427
328.833,1.5630,1.1456
329.000,1.5562,1.1501
329.167,1.5444,1.1545
329.333,1.5410,1.1576
329.500,1.5359,1.1622
329.667,1.5224,1.1681
329.833,1.5189,1.1712
330.000,1.5088,1.1756
330.167,1.5021,1.1786
330.333,1.4986,1.1833
330.500,1.4936,1.1847
330.667,1.4868,1.1893
330.833,1.4749,1.1969
331.000,1.4749,1.1969
331.167,1.4732,1.1968
331.333,1.4731,1.2001
331.500,1.4681,1.2015
331.667,1.4664,1.2030
331.833,1.4679,1.2064
332.000,1.4663,1.2063
332.167,1.4663,1.2063
332.333,1.4663,1.2063
332.500,1.4679,1.2064
332.667,1.4679,1.2064
332.833,1.4679,1.2064
333.000,1.4679,1.2064
333.167,1.4679,1.2064
333.333,1.4696,1.2064
333.500,1.4696,1.2064
333.667,1.4696,1.2064
333.833,1.4696,1.2064
334.000,1.4679,1.2064
334.167,1.4679,1.2064
334.333,1.4679,1.2064
334.500,1.4679,1.2064
334.667,1.4679,1.2064
334.833,1.4679,1.2064
335.000,1.4679,1.2064
335.167,1.4679,1.2064
335.333,1.4679,1.2064
335.500,1.4679,1.2064
335.667,1.4679,1.2064
335.833,1.4679,1.2064
336.000,1.4679,1.2064
336.167,1.4679,1.2064
336.333,1.4679,1.2064
336.500,1.4663,1.2063
336.667,1.4663,1.2063
336.833,1.4679,1.2064
337.000,1.4679,1.2064
337.167,1.4679,1.2064
337.333,1.4679,1.2064
337.500,1.4679,1.2064
337.667,1.4679,1.2064
337.833,1.4679,1.2064
338.000,1.4679,1.2064
338.167,1.4679,1.2064
338.333,1.4679,1.2064
338.500,1.4679,1.2064
338.667,1.4679,1.2064
338.833,1.4663,1.2063
339.000,1.4663,1.2063
339.167,1.4663,1.2063
339.333,1.4679,1.2064
339.500,1.4679,1.2064
339.667,1.4663,1.2063
339.833,1.4663,1.2063
340.000,1.4663,1.2063
340.167,1.4663,1.2063
340.333,1.4663,1.2063
340.500,1.4680,1.2047
340.667,1.4680,1.2047
340.833,1.4679,1.2064
341.000,1.4679,1.2064
341.167,1.4679,1.2064
341.333,1.4679,1.2064
341.500,1.4679,1.2064
341.667,1.4679,1.2064
341.833,1.4679,1.2096
342.000,1.4711,1.2114
342.333,1.4711,1.2130
342.500,1.4709,1.2196
342.667,1.4708,1.2228
342.833,1.4691,1.2244
343.000,1.4707,1.2277
343.167,1.4705,1.2326
343.333,1.4722,1.2311
343.500,1.4672,1.2341
343.667,1.4671,1.2374
343.833,1.4670,1.2390
344.000,1.4652,1.2438
344.167,1.4619,1.2420
344.333,1.4584,1.2484
344.500,1.4568,1.2467
344.667,1.4516,1.2514
344.833,1.4516,1.2514
345.000,1.4482,1.2545
345.167,1.4449,1.2543
345.500,1.4415,1.2542
345.667,1.4365,1.2556
345.833,1.4315,1.2553
346.000,1.4297,1.2569
346.333,1.4248,1.2550
346.500,1.4214,1.2565
346.667,1.4182,1.2531
346.833,1.4198,1.2532
347.000,1.4198,1.2532
347.333,1.4182,1.2531
347.500,1.4149,1.2497
347.667,1.4132,1.2512
347.833,1.4117,1.2479
348.000,1.4068,1.2444
348.167,1.4035,1.2426
348.333,1.4035,1.2426
348.500,1.4002,1.2392
348.667,1.4054,1.2329
348.833,1.4293,1.2177
349.000,1.4631,1.2013
349.167,1.4951,1.1880
349.333,1.5272,1.1748
349.500,1.5490,1.1693
349.667,1.5625,1.1634
349.833,1.5625,1.1634
350.000,1.5609,1.1601
350.167,1.5644,1.1538
350.333,1.5846,1.1449
350.500,1.6215,1.1368
350.667,1.6516,1.1349
350.833,1.6767,1.1328
351.000,1.7034,1.1324
351.167,1.7218,1.1300
351.333,1.7418,1.1292
351.500,1.7619,1.1301
351.833,1.7669,1.1304
352.000,1.7685,1.1304
352.167,1.7685,1.1304
352.333,1.7685,1.1304
352.500,1.7685,1.1304
352.667,1.7685,1.1304
353.167,1.7669,1.1304
353.333,1.7702,1.1289
353.500,1.7703,1.1240
353.667,1.7721,1.1208
353.833,1.7704,1.1175
354.000,1.7704,1.1175
354.167,1.7722,1.1127
354.333,1.7739,1.1128
354.500,1.7756,1.1080
354.667,1.7757,1.1048
354.833,1.7791,1.1001
355.000,1.7808,1.1001
355.167,1.7825,1.0986
355.333,1.7825,1.0986
355.500,1.7842,1.0954
355.667,1.7875,1.0956
355.833,1.7909,1.0909
356.167,1.7959,1.0927
356.500,1.8010,1.0897
356.667,1.8043,1.0882
357.667,1.8043,1.0898
357.833,1.8043,1.0898
358.500,1.7993,1.0896
358.667,1.7960,1.0895
358.833,1.7943,1.0910
359.167,1.7876,1.0940
359.333,1.7859,1.0955
359.500,1.7858,1.0971
359.667,1.7825,1.0953
359.833,1.7791,1.1001
360.000,1.7774,1.1032
360.167,1.7756,1.1064
360.333,1.7739,1.1096
360.500,1.7722,1.1127
360.667,1.7705,1.1159
360.833,1.7688,1.1174
361.167,1.7687,1.1223
361.333,1.7703,1.1256
361.500,1.7685,1.1304
361.667,1.7685,1.1304
361.833,1.7685,1.1353
362.000,1.7751,1.1356
362.167,1.7818,1.1343
362.333,1.7818,1.1343
362.500,1.7818,1.1359
362.667,1.7835,1.1360
362.833,1.7919,1.1331
363.000,1.7986,1.1334
363.167,1.8104,1.1274
363.333,1.8188,1.1229
363.500,1.8255,1.1216
363.667,1.8323,1.1154
364.000,1.8391,1.1092
364.167,1.8441,1.1078
364.333,1.8458,1.1063
364.500,1.8492,1.1016
364.833,1.8459,1.0998
365.000,1.8443,1.0949
365.333,1.8427,1.0883
365.500,1.8511,1.0871
365.667,1.8578,1.0873
365.833,1.8662,1.0861
366.000,1.8712,1.0863
366.333,1.8795,1.0867
366.500,1.8862,1.0902
366.667,1.8845,1.0902
366.833,1.8844,1.0934
367.000,1.8844,1.0950
367.167,1.8844,1.0966
367.333,1.8844,1.0983
367.500,1.8860,1.1000
367.667,1.8876,1.1065
367.833,1.8859,1.1081
368.000,1.8859,1.1081
368.167,1.8859,1.1081
368.333,1.8859,1.1081
368.500,1.8876,1.1081
368.667,1.8876,1.1081
368.833,1.8876,1.1081
369.000,1.8876,1.1081
369.167,1.8876,1.1081
369.333,1.8876,1.1081
369.500,1.8876,1.1081
369.667,1.8859,1.1081
369.833,1.8876,1.1081
370.000,1.8876,1.1081
370.167,1.8876,1.1081
370.333,1.8893,1.1082
370.500,1.8876,1.1081
370.667,1.8876,1.1081
370.833,1.8892,1.1098
371.000,1.8892,1.1098
371.167,1.8892,1.1098
371.333,1.8892,1.1098
371.500,1.8876,1.1081
371.667,1.8876,1.1081
371.833,1.8876,1.1081
372.000,1.8876,1.1081
372.167,1.8876,1.1081
372.333,1.8876,1.1081
372.500,1.8876,1.1081
372.667,1.8876,1.1081
372.833,1.8859,1.1081
373.000,1.8859,1.1081
373.167,1.8876,1.1081
373.333,1.8876,1.1098
373.500,1.8859,1.1081
373.667,1.8876,1.1081
373.833,1.8876,1.1098
374.000,1.8859,1.1113
374.167,1.8891,1.1180
374.333,1.8924,1.1246
374.500,1.8891,1.1228
374.833,1.8856,1.1308
375.167,1.8822,1.1339
375.333,1.8822,1.1339
375.500,1.8822,1.1339
375.667,1.8822,1.1339
375.833,1.8822,1.1339
376.000,1.8822,1.1339
376.167,1.8822,1.1339
376.333,1.8822,1.1339
376.500,1.8839,1.1340
376.667,1.8839,1.1340
376.833,1.8856,1.1308
377.000,1.8873,1.1293
377.167,1.8891,1.1228
377.333,1.8907,1.1245
377.500,1.8908,1.1213
377.667,1.8891,1.1180
377.833,1.8858,1.1146
378.000,1.8842,1.1112
378.167,1.8859,1.1097
378.333,1.8809,1.1046
378.500,1.8809,1.1046
378.667,1.8793,1.0997
378.833,1.8794,1.0980
379.000,1.8828,1.0933
379.167,1.8844,1.0934
379.333,1.8878,1.0903
379.500,1.8928,1.0905
379.667,1.8995,1.0908
379.833,1.8995,1.0908
383.667,1.8788,1.1419
383.833,1.8500,1.1601
384.000,1.8264,1.1721
384.167,1.7876,1.1899
384.500,1.7351,1.2202
384.667,1.7046,1.2352
384.833,1.6725,1.2517
385.000,1.6385,1.2698
385.167,1.6097,1.2865
385.667,1.5163,1.3331
385.833,1.4908,1.3468
386.000,1.4635,1.3603
386.167,1.4312,1.3770
386.333,1.3937,1.3950
386.500,1.3699,1.4071
386.667,1.3374,1.4238
387.000,1.2760,1.4539
387.167,1.2384,1.4737
387.333,1.2145,1.4842
387.500,1.1769,1.5023
387.667,1.1513,1.5127
387.833,1.1153,1.5309
388.000,1.0845,1.5444
388.167,1.0537,1.5596
388.333,1.0263,1.5716
388.500,0.9903,1.5882
388.667,0.9594,1.6034
388.833,0.9302,1.6170
389.000,0.8993,1.6322
389.167,0.8665,1.6491
389.333,0.8355,1.6643
389.500,0.8046,1.6779
389.667,0.7805,1.6884
389.833,0.7442,1.7084
390.000,0.7149,1.7221
390.167,0.6855,1.7375
390.333,0.6633,1.7431
390.500,0.6425,1.7555
390.667,0.6216,1.7680
390.833,0.5991,1.7787
391.000,0.5821,1.7829
391.167,0.5683,1.7889
391.333,0.5543,1.7967
391.500,0.5443,1.7961
391.667,0.5337,1.8041
391.833,0.5200,1.8084
392.000,0.5099,1.8096
392.167,0.5063,1.8128
392.333,0.4959,1.8173
392.500,0.4873,1.8220
392.667,0.4838,1.8235
392.833,0.4736,1.8247
393.000,0.4667,1.8277
393.167,0.4598,1.8307
393.333,0.4529,1.8338
393.500,0.4426,1.8366
393.667,0.4374,1.8397
393.833,0.4356,1.8413
394.000,0.4323,1.8412
394.167,0.4289,1.8410
394.333,0.4238,1.8424
394.500,0.4223,1.8390
394.833,0.4177,1.8319
395.000,0.4177,1.8319
395.167,0.4177,1.8319
395.333,0.4193,1.8337
395.500,0.4193,1.8337
395.667,0.4177,1.8319
395.833,0.4177,1.8319
396.000,0.4193,1.8337
396.167,0.4208,1.8372
396.333,0.4222,1.8406
396.500,0.4222,1.8406
396.667,0.4204,1.8423
396.833,0.4222,1.8406
397.000,0.4222,1.8406
397.167,0.4222,1.8406
397.333,0.4222,1.8406
397.500,0.4222,1.8406
397.667,0.4204,1.8423
397.833,0.4204,1.8423
398.000,0.4223,1.8390
398.167,0.4207,1.8389
398.333,0.4193,1.8337
398.500,0.4177,1.8319
398.667,0.4180,1.8286
398.833,0.4179,1.8302
399.000,0.4129,1.8283
399.167,0.4115,1.8248
399.333,0.4098,1.8247
399.500,0.4100,1.8214
399.667,0.4067,1.8212
399.833,0.4052,1.8177
400.000,0.4002,1.8175
400.167,0.3969,1.8173
400.333,0.3964,1.8240
400.500,0.3942,1.8324
400.667,0.3896,1.8508
400.833,0.3875,1.8575
401.000,0.3879,1.8779
401.167,0.3856,1.8863
401.333,0.3866,1.8966
401.833,0.3852,1.9187
402.000,0.3881,1.9256
402.167,0.3861,1.9307
402.333,0.3861,1.9307
402.500,0.3876,1.9324
402.667,0.3856,1.9375
402.833,0.3848,1.9494
403.000,0.3844,1.9562
403.167,0.3839,1.9630
403.333,0.3848,1.9750
403.500,0.3830,1.9767
403.833,0.3809,1.9834
404.667,0.3791,1.9850
404.833,0.3788,1.9901
405.000,0.3737,1.9899
405.167,0.3772,1.9883
405.500,0.3720,1.9898
405.667,0.3651,1.9928
405.833,0.3633,1.9945
406.167,0.3579,1.9993
406.333,0.3543,2.0025
406.500,0.3543,2.0025
406.667,0.3507,2.0058
406.833,0.3507,2.0058
407.000,0.3455,2.0089
407.167,0.3488,2.0091
407.333,0.3451,2.0141
407.500,0.3433,2.0157
407.667,0.3413,2.0207
407.833,0.3426,2.0260
408.000,0.3425,2.0277
408.167,0.3409,2.0259
408.333,0.3419,2.0362
408.500,0.3404,2.0344
408.667,0.3520,2.0368
408.833,0.3862,2.0317
409.000,0.4208,2.0198
409.167,0.4503,2.0077
409.333,0.4919,1.9910
409.500,0.5212,1.9823
409.667,0.5281,1.9793
409.833,0.5281,1.9793
410.000,0.5420,1.9731
410.167,0.5697,1.9626
410.333,0.6113,1.9460
410.500,0.6459,1.9324
410.667,0.6753,1.9203
410.833,0.7081,1.9084
411.000,0.7324,1.8960
411.167,0.7774,1.8779
411.333,0.8053,1.8606
411.500,0.8313,1.8483
411.667,0.8623,1.8363
411.833,0.8951,1.8227
412.000,0.9263,1.8073
412.167,0.9628,1.7855
412.333,0.9921,1.7734
412.500,1.0249,1.7582
412.667,1.0560,1.7428
412.833,1.0887,1.7276
413.000,1.1129,1.7153
413.167,1.1491,1.6969
413.333,1.1800,1.6833
413.500,1.2111,1.6663
413.667,1.2420,1.6527
413.833,1.2678,1.6389
414.000,1.3022,1.6221
414.167,1.3348,1.6052
414.333,1.3691,1.5885
414.500,1.3914,1.5795
414.667,1.4223,1.5626
414.833,1.4600,1.5444
415.000,1.4839,1.5322
415.167,1.5183,1.5089
415.333,1.5492,1.4887
415.500,1.5784,1.4685
415.667,1.6075,1.4499
415.833,1.6333,1.4279
416.000,1.6555,1.4140
416.167,1.6897,1.3892
416.333,1.7017,1.3815
416.500,1.7324,1.3631
416.667,1.7375,1.3584
416.833,1.7375,1.3584
417.000,1.7443,1.3537
417.167,1.7648,1.3398
417.333,1.7835,1.3275
417.500,1.7989,1.3167
417.667,1.8124,1.3091
418.000,1.8329,1.2919
418.167,1.8431,1.2875
418.333,1.8465,1.2843
418.667,1.8601,1.2735
418.833,1.8669,1.2705
419.000,1.8737,1.2659
419.167,1.8805,1.2613
419.333,1.8805,1.2613
419.500,1.8805,1.2613
419.667,1.8788,1.2612
419.833,1.8788,1.2612
420.000,1.8788,1.2612
420.167,1.8788,1.2612
420.333,1.8788,1.2612
420.500,1.8788,1.2612
420.667,1.8788,1.2612
420.833,1.8805,1.2613
421.000,1.8805,1.2613
421.167,1.8805,1.2613
421.333,1.8805,1.2613
421.500,1.8805,1.2613
421.667,1.8788,1.2612
421.833,1.8788,1.2612
422.000,1.8736,1.2675
422.167,1.8702,1.2707
422.333,1.8617,1.2785
422.500,1.8550,1.2798
422.667,1.8498,1.2845
422.833,1.8430,1.2908
423.167,1.8294,1.3000
423.333,1.8226,1.3046
423.500,1.8158,1.3092
423.667,1.8090,1.3155
423.833,1.8039,1.3169
424.000,1.7971,1.3216
424.167,1.7885,1.3294
424.333,1.7817,1.3357
424.500,1.7783,1.3372
424.667,1.7681,1.3416
424.833,1.7613,1.3479
425.000,1.7561,1.3526
425.333,1.7441,1.3636
425.500,1.7357,1.3665
425.667,1.7288,1.3712
425.833,1.7254,1.3776
426.000,1.7185,1.3823
426.167,1.7100,1.3868
426.333,1.7032,1.3915
426.500,1.6980,1.3962
426.667,1.6912,1.4025
426.833,1.6844,1.4055
427.000,1.6792,1.4102
427.167,1.6723,1.4165
427.333,1.6672,1.4196
427.667,1.6518,1.4305
428.000,1.6483,1.4336
428.167,1.6483,1.4336
428.333,1.6500,1.4337
428.500,1.6758,1.4117
428.667,1.7032,1.3915
428.833,1.7254,1.3743
429.000,1.7493,1.3573
429.167,1.7613,1.3479
429.333,1.7834,1.3341
429.500,1.7954,1.3248
429.667,1.8140,1.3141
429.833,1.8226,1.3046
430.000,1.8345,1.2969
430.333,1.8465,1.2860
430.500,1.8516,1.2797
430.667,1.8618,1.2735
431.167,1.8788,1.2596
431.333,1.8788,1.2596
431.500,1.8788,1.2596
431.667,1.8805,1.2596
431.833,1.8805,1.2596
432.000,1.8805,1.2596
432.167,1.8805,1.2596
432.333,1.8805,1.2596
432.500,1.8805,1.2596
432.667,1.8805,1.2596
432.833,1.8805,1.2596
433.000,1.8805,1.2596
433.333,1.8789,1.2530
433.500,1.8806,1.2482
433.833,1.8774,1.2414
434.000,1.8791,1.2366
434.167,1.8791,1.2350
434.333,1.8808,1.2334
434.500,1.8808,1.2334
434.667,1.8826,1.2302
435.000,1.8893,1.2272
436.333,1.8860,1.2255
436.500,1.8827,1.2204
436.667,1.8811,1.2154
436.833,1.8794,1.2137
437.167,1.8761,1.2136
437.333,1.8744,1.2118
437.500,1.8761,1.2103
437.667,1.8761,1.2103
437.833,1.8761,1.2103
438.000,1.8761,1.2103
438.167,1.8761,1.2103
438.500,1.8712,1.2019
438.833,1.8713,1.1986
439.000,1.8713,1.1937
439.167,1.8714,1.1905
439.333,1.8748,1.1873
439.667,1.8715,1.1839
439.833,1.8749,1.1792
440.000,1.8766,1.1776
440.167,1.8766,1.1727
440.333,1.8783,1.1712
440.500,1.8817,1.1681
440.667,1.8835,1.1649
440.833,1.8835,1.1633
441.000,1.8885,1.1635
441.167,1.8919,1.1620
441.333,1.8919,1.1604
441.500,1.8936,1.1588
441.667,1.8986,1.1574
447.833,1.8466,1.3866
448.000,1.8160,1.4051
448.333,1.7531,1.4286
448.667,1.6968,1.4559
448.833,1.6577,1.4706
449.000,1.6286,1.4875
449.167,1.6030,1.4980
449.333,1.5722,1.5132
451.667,1.2107,1.6764
451.833,1.1334,1.7096
452.000,1.1041,1.7233
452.167,1.0698,1.7351
452.333,1.0389,1.7470
452.500,1.0079,1.7607
452.667,0.9752,1.7726
452.833,0.9426,1.7844
453.000,0.9166,1.7967
453.167,0.8926,1.8056
453.333,0.8580,1.8208
453.500,0.8284,1.8380
453.667,0.7990,1.8517
453.833,0.7676,1.8705
454.000,0.7380,1.8877
454.167,0.7135,1.9018
454.333,0.6909,1.9143
454.500,0.6681,1.9285
454.667,0.6506,1.9378
454.833,0.6316,1.9454
455.000,0.6194,1.9516
455.167,0.6021,1.9592
455.333,0.5897,1.9671
455.667,0.5637,1.9777
455.833,0.5569,1.9791
456.000,0.5498,1.9838
456.167,0.5413,1.9851
456.333,0.5343,1.9899
456.500,0.5275,1.9895
456.667,0.5171,1.9941
456.833,0.5068,1.9970
457.000,0.5015,2.0001
457.167,0.4946,2.0015
457.333,0.4844,2.0027
457.500,0.4774,2.0074
457.667,0.4688,2.0087
457.833,0.4638,2.0084
458.000,0.4620,2.0100
458.167,0.4585,2.0116
458.333,0.4551,2.0114
458.500,0.4520,2.0078
458.667,0.4537,2.0079
458.833,0.4537,2.0079
459.000,0.4537,2.0079
459.167,0.4520,2.0078
459.333,0.4520,2.0078
459.500,0.4522,2.0044
459.667,0.4491,1.9990
459.833,0.4458,1.9989
460.000,0.4443,1.9954
460.167,0.4443,1.9954
460.333,0.4412,1.9918
460.500,0.4396,1.9900
460.667,0.4362,1.9898
460.833,0.4364,1.9864
461.000,0.4280,1.9859
461.167,0.4263,1.9858
461.333,0.4196,1.9855
461.500,0.4231,1.9839
461.667,0.4178,1.9871
461.833,0.4146,1.9852
462.000,0.4128,1.9868
462.167,0.4095,1.9849
462.333,0.4060,1.9865
462.500,0.4009,1.9879
462.667,0.3974,1.9894
462.833,0.3956,1.9910
463.000,0.3968,1.9980
463.167,0.3966,2.0014
463.333,0.4029,2.0086
463.500,0.4107,2.0193
463.667,0.4168,2.0282
463.833,0.4264,2.0373
464.000,0.4327,2.0446
464.167,0.4343,2.0464
464.333,0.4343,2.0464
464.500,0.4343,2.0464
464.667,0.4390,2.0518
464.833,0.4471,2.0574
465.000,0.4517,2.0663
465.167,0.4598,2.0719
465.333,0.4630,2.0738
465.500,0.4677,2.0809
465.667,0.4741,2.0865
465.833,0.4788,2.0936
466.000,0.4835,2.0991
466.167,0.4900,2.1046
466.333,0.4931,2.1082
466.500,0.4947,2.1101
